,model,fp_types,seed,train_rmse,valid_rmse,test_rmse,train_r2,valid_r2,test_r2,best_epoch,r2_score,pearson_r2,rmse,mse,mae,mape
134,FCNN,Autocorr,16,3.416394544,3.287491726,3.825732677,0.488164139,0.494544447,0.439279412,5730,0.098069427,0.439279412,3.825732677,14.63623051,3.027587196,0.921438105
135,FCNN,Autocorr,32,24.74003698,21.42328674,3.936281266,0.020808728,0.027512667,0.561302968,5936,0.49428472,0.561302968,3.936281266,15.49431021,2.626408703,0.645201803
136,FCNN,Autocorr,64,20.00799674,18.60213171,4.486326161,0.136269507,0.180363334,0.281828328,5987,-0.033828909,0.281828328,4.486326161,20.12712243,3.049602384,0.971474999
137,FCNN,Autocorr,128,3.09346693,3.958233073,3.518146419,0.599660919,0.30586111,0.473571683,5999,0.278441731,0.473571683,3.518146419,12.37735423,2.381532056,0.618819998
138,FCNN,Autocorr,256,4.194933181,4.520475922,4.693729182,0.445635613,0.405095098,0.258980132,5200,-0.137368834,0.258980132,4.693729182,22.03109364,3.305373044,1.121912071
139,FCNN,Autocorr,512,3.825161408,4.236769446,4.695436461,0.496359355,0.439278394,0.293360637,5999,0.001554076,0.293360637,4.695436461,22.04712356,3.558831583,0.79743961
average,,,,,,,,,,,-0.001263668,0.340219084,4.422573735,19.80480553,3.24239403,0.883541282
st.p,,,,,,,,,,,0.242532887,0.111091819,0.495627973,4.297916584,0.453945064,0.190193216
,,,,,,,,,,,,,,,,
140,FCNN,Fragment,1,0.379493111,1.563165245,1.523619466,0.993020753,0.898265818,0.899327424,540,0.880757965,0.899327424,1.523619466,2.321416276,0.96841163,0.28406899
141,FCNN,Fragment,2,0.40806489,2.300016268,1.872797096,0.992209066,0.727768915,0.864910785,5930,0.820267148,0.864910785,1.872797096,3.507368961,0.84620355,0.324040146
142,FCNN,Fragment,4,0.399479204,1.979897902,1.184606373,0.992497409,0.827060106,0.914261506,378,0.908210634,0.914261506,1.184606373,1.40329226,0.761933622,0.105133998
143,FCNN,Fragment,8,0.228352536,1.791749509,2.08159384,0.997355935,0.870949568,0.834643073,310,0.822295017,0.834643073,2.08159384,4.333032916,1.147939416,0.194434793
144,FCNN,Fragment,16,0.40667145,0.863532039,1.042556598,0.992277118,0.955790206,0.934265395,1697,0.933020307,0.934265395,1.042556598,1.08692426,0.542810473,0.192991273
145,FCNN,Fragment,32,0.210303509,1.399895018,2.347181999,0.997768758,0.903727401,0.831303126,1526,0.820184402,0.831303126,2.347181999,5.509263337,1.091232084,0.330103587
146,FCNN,Fragment,64,0.397081797,1.150760638,1.334471111,0.992469861,0.934482319,0.924224561,755,0.908528598,0.924224561,1.334471111,1.780813145,0.719533298,0.261907015
147,FCNN,Fragment,128,0.403170399,1.110012481,1.814856454,0.992591486,0.932660106,0.829415489,1678,0.807988099,0.829415489,1.814856454,3.293703948,0.989613542,0.198081687
148,FCNN,Fragment,256,0.40934173,0.867698256,2.338633821,0.99199788,0.960218195,0.718114146,1815,0.717648747,0.718114146,2.338633821,5.46920815,0.962120526,0.252463564
149,FCNN,Fragment,512,0.371145249,0.95963545,1.198058782,0.993491914,0.940710024,0.941527261,3089,0.934997679,0.941527261,1.198058782,1.435344845,0.72623707,0.157207885
average,,,,,,,,,,,0.85538986,0.869199277,1.673837554,3.01403681,0.875603521,0.230043294
st.p,,,,,,,,,,,0.06588553,0.065183691,0.46076529,1.584817204,0.179154684,0.069176515
,,,,,,,,,,,,,,,,
150,FCNN,Charge,1,1.976956909,3.145680671,2.973413307,0.809530745,0.583165391,0.565166718,5990,0.54586297,0.565166718,2.973413307,8.841186695,2.04821531,0.414552315
151,FCNN,Charge,2,2.143078392,2.242449077,2.297906871,0.783070606,0.721211204,0.739515259,5918,0.729410551,0.739515259,2.297906871,5.280375988,1.659531984,0.367777734
152,FCNN,Charge,4,2.147819632,2.055583422,2.421213237,0.781617934,0.817391023,0.647803022,5978,0.616548608,0.647803022,2.421213237,5.862273539,1.647866442,0.289799684
153,FCNN,Charge,8,1.948390327,2.109965566,2.843298956,0.808367525,0.822059732,0.719269229,5514,0.668447223,0.719269229,2.843298956,8.084348955,1.713939793,0.301164385
154,FCNN,Charge,16,2.076735689,1.689164136,1.843624839,0.798484211,0.826321635,0.792341636,5874,0.79054585,0.792341636,1.843624839,3.398952547,1.361007751,0.346323435
155,FCNN,Charge,32,1.706419596,2.334319816,3.321726479,0.850907963,0.728787724,0.644121859,5996,0.639868122,0.644121859,3.321726479,11.0338668,2.01018411,0.710219026
156,FCNN,Charge,64,2.052815217,1.769962722,2.845291325,0.798527653,0.84115957,0.599151848,5997,0.584165552,0.599151848,2.845291325,8.095682726,2.108188926,0.523266305
157,FCNN,Charge,128,2.169112893,1.891671896,3.134262896,0.784097465,0.784895864,0.495669924,5961,0.427316816,0.495669924,3.134262896,9.823603903,2.189592805,0.404299964
158,FCNN,Charge,256,2.04767809,2.310408059,3.675597359,0.7995677,0.721054595,0.411227452,5994,0.302537072,0.411227452,3.675597359,13.51001595,2.425440842,0.894607802
159,FCNN,Charge,512,2.091656663,2.496811285,1.976624701,0.794116827,0.574113851,0.824591793,5997,0.823062027,0.824591793,1.976624701,3.907045207,1.513346918,0.257852181
average,,,,,,,,,,,0.612776479,0.643885874,2.733295997,7.783735231,1.867731488,0.450986283
st.p,,,,,,,,,,,0.15139771,0.124029238,0.559310489,3.050155094,0.319846572,0.19399474
,,,,,,,,,,,,,,,,
160,FCNN,Estate,1,0.175462923,3.165032478,1.442261434,0.998605873,0.691160624,0.900557306,388,0.893152507,0.900557306,1.442261434,2.080118045,0.846955863,0.195978463
161,FCNN,Estate,2,0.315269622,2.861489447,1.804224561,0.995287584,0.626981014,0.833549389,174,0.833188037,0.833549389,1.804224561,3.255226268,1.366540403,0.283637593
162,FCNN,Estate,4,0.372701051,2.546966805,1.364288207,0.994031673,0.719326144,0.889790088,304,0.878253499,0.889790088,1.364288207,1.861282311,0.850460217,0.121188955
163,FCNN,Estate,8,0.236332566,2.240199501,1.754761028,0.997568364,0.789167039,0.874585083,1229,0.873717381,0.874585083,1.754761028,3.079186266,1.043228782,0.336875825
164,FCNN,Estate,16,0.259078369,1.074583504,0.887475355,0.996857099,0.927006365,0.951731352,668,0.951464839,0.951731352,0.887475355,0.787612506,0.522655618,0.123400372
165,FCNN,Estate,32,0.229875039,1.259746523,2.737339602,0.998257391,0.926575562,0.761423542,5945,0.755436754,0.761423542,2.737339602,7.493028098,1.249792048,0.332958248
166,FCNN,Estate,64,0.373972893,1.334248821,1.684843333,0.995694486,0.915646758,0.858539138,252,0.854190429,0.858539138,1.684843333,2.838697056,1.044932956,0.245284464
167,FCNN,Estate,128,0.351587523,1.472939701,2.383007596,0.995224736,0.889949221,0.710408435,348,0.668949353,0.710408435,2.383007596,5.6787252,1.0223417,0.192179016
168,FCNN,Estate,256,0.378535186,0.787694177,2.400394027,0.99343399,0.968014524,0.709105595,3537,0.702538789,0.709105595,2.400394027,5.761891487,1.016989528,0.275319345
169,FCNN,Estate,512,0.252473847,1.492277444,1.051492787,0.997582962,0.880771846,0.952452489,1042,0.949929122,0.952452489,1.051492787,1.10563708,0.67938934,0.110092706
average,,,,,,,,,,,0.836082071,0.844214242,1.751008793,3.394140432,0.964328646,0.221691499
st.p,,,,,,,,,,,0.092376038,0.085311849,0.57280768,2.10145206,0.237725153,0.081649222
,,,,,,,,,,,,,,,,
170,FCNN,Connectivity,1,1.227055205,2.006510402,1.678917185,0.928715697,0.829761693,0.859726621,5965,0.855211222,0.859726621,1.678917185,2.818762915,1.257845396,0.303871103
171,FCNN,Connectivity,2,1.804095201,2.57725776,1.706765649,0.876350818,0.715680295,0.865567851,5939,0.850722691,0.865567851,1.706765649,2.913048981,1.289758815,0.300403474
172,FCNN,Connectivity,4,1.626146782,1.784721905,1.514641508,0.880064858,0.863220293,0.860892,3911,0.849940343,0.860892,1.514641508,2.294138899,1.161063163,0.244492662
173,FCNN,Connectivity,8,1.454003624,2.426922913,2.644951146,0.901518822,0.745411462,0.72786034,5991,0.713091822,0.72786034,2.644951146,6.995766566,1.835109235,0.389319694
174,FCNN,Connectivity,16,1.634787042,1.555662787,2.114034725,0.875188931,0.844240855,0.770521797,5999,0.724597359,0.770521797,2.114034725,4.469142818,1.462393947,0.48054022
175,FCNN,Connectivity,32,1.517376942,1.967290837,2.279950677,0.88839692,0.823213162,0.876189204,5980,0.830337941,0.876189204,2.279950677,5.198175092,1.575941591,0.526729351
176,FCNN,Connectivity,64,1.428425532,1.662273118,1.90114629,0.915242689,0.883512192,0.815745575,5878,0.814348673,0.815745575,1.90114629,3.614357216,1.30837033,0.314966067
177,FCNN,Connectivity,128,1.286400504,1.595356519,2.321569226,0.925218646,0.840102559,0.724935555,5984,0.685799505,0.724935555,2.321569226,5.389683669,1.307747223,0.337069529
178,FCNN,Connectivity,256,1.468933012,1.69788706,1.746988381,0.905327229,0.870512875,0.865564917,5951,0.842440244,0.865564917,1.746988381,3.051968405,1.336212639,0.388112719
179,FCNN,Connectivity,512,1.340152947,1.602663976,2.440820529,0.917334736,0.841305742,0.771080165,5969,0.730198533,0.771080165,2.440820529,5.957604856,1.680776456,0.426742746
average,,,,,,,,,,,0.789668833,0.813808403,2.034978532,4.270264942,1.42152188,0.371224757
st.p,,,,,,,,,,,0.064130972,0.057064111,0.359342896,1.489884957,0.202187849,0.08352918
,,,,,,,,,,,,,,,,
180,FCNN,Topology,1,3.529414786,3.660553881,3.847404021,0.400819326,0.471575723,0.239654402,5998,0.239652814,0.239654402,3.847404021,14.8025177,3.15473662,0.786536601
181,FCNN,Topology,2,3.860325189,3.615307117,4.36928748,0.306301777,0.22404552,0.223120103,5950,0.021710818,0.223120103,4.36928748,19.09067309,3.525329652,0.603978054
182,FCNN,Topology,4,3.79246165,4.032399634,4.164493579,0.331361149,0.310152275,0.055145891,5981,-0.134406308,0.055145891,4.164493579,17.34300677,3.417121951,0.584136238
183,FCNN,Topology,8,3.680786998,4.0995792,4.04362984,0.316464598,0.282919403,0.365380443,5981,0.329420298,0.365380443,4.04362984,16.35094228,3.206402913,0.943434036
184,FCNN,Topology,16,4.122825148,4.049737949,3.901904528,0.20531801,0.116937395,0.069657321,5278,0.061796291,0.069657321,3.901904528,15.22485895,3.415146858,0.926272391
185,FCNN,Topology,32,3.57085904,3.365353035,4.36107459,0.354498319,0.451918421,0.454074776,5999,0.379244097,0.454074776,4.36107459,19.01897158,3.43369137,0.843871709
186,FCNN,Topology,64,3.654502663,3.168050193,4.023226692,0.366608668,0.520062406,0.248293481,5991,0.168588568,0.248293481,4.023226692,16.18635302,3.356120964,1.146069571
187,FCNN,Topology,128,3.693628237,3.533165865,3.217128307,0.390861435,0.181044822,0.43516603,5928,0.396634669,0.43516603,3.217128307,10.34991454,2.673659335,0.729311862
188,FCNN,Topology,256,3.745041848,3.69156416,3.376378084,0.349416109,0.332496549,0.488718964,5890,0.411471617,0.488718964,3.376378084,11.39992897,2.744650879,0.849979574
189,FCNN,Topology,512,4.105804643,3.687270497,4.225616235,0.208319498,0.079602808,0.198249471,5969,0.19136466,0.198249471,4.225616235,17.85583257,3.642816725,0.791876891
average,,,,,,,,,,,0.206547752,0.277746088,3.953014336,15.76229995,3.256967727,0.820546693
st.p,,,,,,,,,,,0.172390033,0.145786181,0.368751417,2.804033394,0.304689256,0.157082473
,,,,,,,,,,,,,,,,
190,FCNN,Kappa,1,2.88143715,2.893332261,3.300829512,0.597890443,0.666020071,0.441656004,5286,0.440342225,0.441656004,3.300829512,10.89547547,2.409912936,0.644296633
191,FCNN,Kappa,2,3.832403217,3.630268323,4.08894901,0.303646907,0.282432791,0.203487866,2182,0.143219842,0.203487866,4.08894901,16.71950401,3.251937308,0.797803345
192,FCNN,Kappa,4,3.001275984,3.024241329,3.163509945,0.572847768,0.658836031,0.383929442,5472,0.345389982,0.383929442,3.163509945,10.00779517,2.448409533,0.380486798
193,FCNN,Kappa,8,2.928262474,3.474471952,3.338999088,0.565625227,0.484473691,0.57894899,3806,0.542764209,0.57894899,3.338999088,11.14891491,2.587716936,0.718917439
194,FCNN,Kappa,16,3.001237428,2.95387965,2.813265574,0.578351936,0.501828736,0.51593427,5838,0.512285877,0.51593427,2.813265574,7.914463192,2.225565582,0.55423019
195,FCNN,Kappa,32,2.571348336,2.599748968,3.818718181,0.66141981,0.675540867,0.56904545,5952,0.524041544,0.56904545,3.818718181,14.58260855,2.711031402,0.90341505
196,FCNN,Kappa,64,2.860838856,3.202009324,3.697651675,0.607818805,0.485349841,0.357241158,5788,0.297705966,0.357241158,3.697651675,13.67262791,2.918299719,0.849312538
197,FCNN,Kappa,128,2.848410519,3.196680591,2.958390651,0.627627345,0.352770409,0.500867088,3896,0.489783345,0.500867088,2.958390651,8.752075246,2.234531128,0.717294551
198,FCNN,Kappa,256,3.189206038,3.791741878,3.548709442,0.513850023,0.267597561,0.388250891,1874,0.349861101,0.388250891,3.548709442,12.5933387,2.832254409,0.859025052
199,FCNN,Kappa,512,3.046090696,2.436533977,3.026069569,0.561711158,0.592592004,0.586162764,3937,0.585303444,0.586162764,3.026069569,9.157097039,2.185081559,0.539552636
average,,,,,,,,,,,0.423069754,0.452552392,3.375509265,11.54439002,2.580474051,0.696433423
st.p,,,,,,,,,,,0.129990807,0.115684886,0.387720547,2.669333985,0.330754289,0.158505486
,,,,,,,,,,,,,,,,
200,FCNN,Path,1,3.150070726,3.166956496,2.651555495,0.673008466,0.667411217,0.678834314,5488,0.638858169,0.678834314,2.651555495,7.030746543,2.160013348,0.523983528
201,FCNN,Path,2,2.807889367,2.686772417,3.160139467,0.635422566,0.58347648,0.495646831,5991,0.488249224,0.495646831,3.160139467,9.986481453,2.395848321,0.539625592
202,FCNN,Path,4,2.403662099,2.883477723,2.635640701,0.740637275,0.663880767,0.545723089,5998,0.545622675,0.545723089,2.635640701,6.946601903,2.088417868,0.328577611
203,FCNN,Path,8,2.476891941,3.046706591,4.446545713,0.768474318,0.622949785,0.248281043,5983,0.189126438,0.248281043,4.446545713,19.77176877,2.736571568,0.611262587
204,FCNN,Path,16,2.577205497,1.92503121,2.563341252,0.734488412,0.798071739,0.644326341,5962,0.595091661,0.644326341,2.563341252,6.570718374,1.697522859,0.709855663
205,FCNN,Path,32,2.600260857,3.652107598,4.169343845,0.67941468,0.32700839,0.438458024,5712,0.43262623,0.438458024,4.169343845,17.3834281,2.877224416,0.734600992
206,FCNN,Path,64,2.789291175,3.062123372,2.834749423,0.76280636,0.761244464,0.603152911,5714,0.587241206,0.603152911,2.834749423,8.035804293,2.09411248,0.623748682
207,FCNN,Path,128,2.814545004,2.587189027,2.905452248,0.702041662,0.690318973,0.522222244,5977,0.507879936,0.522222244,2.905452248,8.441652765,1.943685017,0.509537422
208,FCNN,Path,256,2.463976987,2.048131832,2.783780174,0.74120755,0.858918008,0.603814362,5950,0.599930778,0.603814362,2.783780174,7.749432057,1.928222966,0.510752463
209,FCNN,Path,512,2.530180692,2.535598051,2.544669326,0.707973224,0.603824219,0.734340735,5982,0.706751822,0.734340735,2.544669326,6.475341977,2.238728972,0.366980408
average,,,,,,,,,,,0.529137814,0.551479989,3.069521764,9.839197624,2.216034782,0.545892495
st.p,,,,,,,,,,,0.135514057,0.13129991,0.645936345,4.510194494,0.346573569,0.124555504
,,,,,,,,,,,,,,,,
210,FCNN,InfoContent,1,3.006468344,3.181325581,2.839341357,0.63581871,0.615703214,0.59551685,5987,0.585893955,0.59551685,2.839341357,8.061859339,1.981845377,0.467776531
211,FCNN,InfoContent,2,2.733097662,3.436749627,4.601078002,0.688337598,0.513129895,0.106522156,2219,-0.084838782,0.106522156,4.601078002,21.16991878,3.642581158,0.757728514
212,FCNN,InfoContent,4,3.141110375,3.240650101,3.532345042,0.586106447,0.594530433,0.327641951,5891,0.183849074,0.327641951,3.532345042,12.47746149,2.689842472,0.401195054
213,FCNN,InfoContent,8,3.117564037,3.13644262,3.274580496,0.580523931,0.604011053,0.563763063,5882,0.560236724,0.563763063,3.274580496,10.72287743,2.535855255,0.733115853
214,FCNN,InfoContent,16,3.083011503,2.506306786,3.144982481,0.584954734,0.594208424,0.448910608,5994,0.390490711,0.448910608,3.144982481,9.890914806,2.436860033,0.794401905
215,FCNN,InfoContent,32,2.823090442,3.51352031,4.218832868,0.637748646,0.400610131,0.536624949,5935,0.419077135,0.536624949,4.218832868,17.79855077,2.982440927,0.668259873
216,FCNN,InfoContent,64,3.468174089,3.250157959,3.863413398,0.469864566,0.545502941,0.349596934,5988,0.233328451,0.349596934,3.863413398,14.92596308,3.287396076,1.118950107
217,FCNN,InfoContent,128,3.871420825,3.064883278,3.929703242,0.378548327,0.389091029,0.14050214,5980,0.099750066,0.14050214,3.929703242,15.44256757,3.002313335,0.893800784
218,FCNN,InfoContent,256,2.922240393,3.045960131,3.549630916,0.596172449,0.538375028,0.357725175,5980,0.349523422,0.357725175,3.549630916,12.59987964,2.62707649,0.75552212
219,FCNN,InfoContent,512,2.627943496,2.463041993,3.532690886,0.677948236,0.590891463,0.454339466,5951,0.43482377,0.454339466,3.532690886,12.4799049,2.65663065,0.575901413
average,,,,,,,,,,,0.317213453,0.388114329,3.648659869,13.55698978,2.784284177,0.716665215
st.p,,,,,,,,,,,0.198904622,0.158327379,0.494237739,3.69171138,0.441911248,0.196556439
,,,,,,,,,,,,,,,,
220,FCNN,moe206,1,1.882772281,1.871181662,2.270265559,0.829935202,0.854261752,0.758078294,5878,0.735253836,0.758078294,2.270265559,5.154105709,1.588727671,0.430251395
221,FCNN,moe206,2,1.510814576,1.876606318,1.759825433,0.891849102,0.810446059,0.848482169,4348,0.84129698,0.848482169,1.759825433,3.096985554,1.520763114,0.329663579
222,FCNN,moe206,4,2.3257599,2.493140152,2.540104021,0.80586032,0.811615138,0.585874057,5914,0.577966191,0.585874057,2.540104021,6.45212844,1.762353558,0.360268667
223,FCNN,moe206,8,6.213438588,6.304549442,1.887424714,0.630522275,0.658545015,0.854051524,5947,0.853901118,0.854051524,1.887424714,3.562372049,1.238057477,0.28152532
224,FCNN,moe206,16,1.922353026,1.534845976,2.208307042,0.849859263,0.862420147,0.702052502,5682,0.699487333,0.702052502,2.208307042,4.876619994,1.593358309,0.591525649
225,FCNN,moe206,32,1.844684521,2.031397518,3.085103201,0.827448849,0.795360118,0.713207683,5908,0.689348667,0.713207683,3.085103201,9.517861762,2.192744914,0.596125353
226,FCNN,moe206,64,1.808370044,1.728711752,2.568653273,0.845153446,0.847623182,0.667902354,2829,0.661095017,0.667902354,2.568653273,6.597979636,1.867100064,0.483837845
227,FCNN,moe206,128,1.919606065,2.054048063,2.709504973,0.845255727,0.755754189,0.614564193,5619,0.572019982,0.614564193,2.709504973,7.341417196,1.934602407,0.49067714
228,FCNN,moe206,256,1.776531611,2.594024465,2.530305519,0.849722887,0.649516214,0.670480076,5999,0.669469765,0.670480076,2.530305519,6.402446019,1.924339568,0.589511771
229,FCNN,moe206,512,5.673446801,4.903354599,2.436500118,0.519846636,0.436866238,0.747996127,5949,0.73115282,0.747996127,2.436500118,5.936532824,1.794155637,0.393038458
average,,,,,,,,,,,0.703099171,0.716268898,2.399599385,5.893844918,1.741620272,0.454642518
st.p,,,,,,,,,,,0.089217832,0.084387867,0.368466699,1.76457065,0.253137913,0.108618908
,,,,,,,,,,,,,,,,
,model,fp_types,seed,train_rmse,valid_rmse,test_rmse,train_r2,valid_r2,test_r2,best_epoch,r2_score,pearson_r2,rmse,mse,mae,mape
0,FCNN,MAP4,1,0.072980403,2.735429113,2.106333905,0.999739831,0.695312852,0.793689916,181,0.772107102,0.793689916,2.106333905,4.43664252,1.415054477,0.211526846
1,FCNN,MAP4,2,0.073447976,1.912336459,2.084890863,0.999744191,0.786754326,0.785773638,281,0.77725259,0.785773638,2.084890863,4.346769909,1.311270418,0.245970774
2,FCNN,MAP4,4,0.085050081,2.30074783,2.00206469,0.999739506,0.803509921,0.779150484,145,0.737819461,0.779150484,2.00206469,4.008263024,1.479511795,0.211564507
3,FCNN,MAP4,8,0.076149061,2.161277568,2.207797253,0.999720614,0.813137242,0.81500199,5297,0.800093924,0.81500199,2.207797253,4.87436871,1.344158641,0.353560353
4,FCNN,MAP4,16,0.073770226,1.344566466,1.441995722,0.999744544,0.887928229,0.872115358,2767,0.871863809,0.872115358,1.441995722,2.079351661,1.13609691,0.281988273
5,FCNN,MAP4,32,0.072550388,2.04784128,3.13594647,0.999730202,0.820241315,0.702955947,162,0.679025072,0.702955947,3.13594647,9.834160264,1.907281403,0.512282034
6,FCNN,MAP4,64,0.020539485,1.883089892,1.952465861,0.999988916,0.825446411,0.838448351,155,0.804190444,0.838448351,1.952465861,3.812122939,1.536281193,0.414462274
7,FCNN,MAP4,128,0.073501764,1.527126911,2.381109646,0.999751455,0.845750919,0.676913083,232,0.669476474,0.676913083,2.381109646,5.669683148,1.556889109,0.315893123
8,FCNN,MAP4,256,0.073268908,1.517626017,2.102636064,0.999743005,0.89377779,0.778810422,1822,0.771759093,0.778810422,2.102636064,4.421078418,1.274474684,0.34077233
9,FCNN,MAP4,512,0.073021289,1.168349546,1.614504796,0.999748015,0.901694864,0.883442348,5704,0.881953996,0.883442348,1.614504796,2.606625735,1.220161905,0.210596199
average,,,,,,,,,,,0.776554197,0.792630154,2.102974527,4.608906633,1.418118054,0.309861671
st.p,,,,,,,,,,,0.066356708,0.062463817,0.431746189,2.000901712,0.207971557,0.094266319
