CC_Tem,CC_Speed,CC_Particle Size,CC_Inner Diameter,CC_Length,CC_PhaseA_W_per,CC_PhaseA_O_per,CC_PhaseA_FA_per,CC_PhaseA_TFA_per,CC_PhaseB_O_pKa,CC_PhaseB_O_per,CC_PhaseB_W_per,CC_PhaseB_FA_per,CC_PhaseB_TFA_per,CC_RT-initial,CC_RT-final,CC_time
25,1,5,4.6,250,99.9,0,0.1,0,15.3,100,0,0,0,10,90,15
25,1,5,4.6,250,99.9,0,0.1,0,15.3,100,0,0,0,10,90,15
40,0.3,1.8,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,5,95,10
40,0.3,1.8,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,5,95,10
40,0.3,1.8,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,5,95,10
40,0.3,1.8,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,5,95,10
40,0.3,1.8,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,5,95,10
40,0.3,1.8,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,5,95,10
40,0.3,1.8,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,5,95,10
40,0.3,1.8,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,5,95,10
40,0.3,1.8,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,5,95,10
40,0.3,1.8,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,5,95,10
40,0.3,1.8,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,5,95,10
35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
35,1,5,4.6,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,90,16
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.5,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,95,27
25,0.5,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,95,27
25,0.5,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,95,27
40,0.65,1.7,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,0.5,95,8
40,0.65,1.7,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,0.5,95,8
40,0.65,1.7,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,0.5,95,8
40,0.65,1.7,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,0.5,95,8
40,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,3,100,1.5
40,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,3,100,1.5
40,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,3,100,1.5
40,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,3,100,1.5
40,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,3,100,1.5
40,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,3,100,1.5
40,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,3,100,1.5
40,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,3,100,1.5
40,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,3,100,1.5
40,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,3,100,1.5
40,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,3,100,1.5
40,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,3,100,1.5
40,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,3,100,1.5
40,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,3,100,1.5
40,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,3,100,1.5
40,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,3,100,1.5
40,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,3,100,1.5
40,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,3,100,1.5
40,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,3,100,1.5
40,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,3,100,1.5
40,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,3,100,1.5
40,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,3,100,1.5
25,1,5,4.6,250,99.9,0,0,0.1,-4.3,100,0,0,0,5,95,15
25,1,5,4.6,250,99.9,0,0,0.1,-4.3,100,0,0,0,5,95,15
25,1,5,4.6,250,99.9,0,0,0.1,-4.3,100,0,0,0,5,95,15
25,1,5,4.6,250,99.9,0,0,0.1,-4.3,100,0,0,0,5,95,15
25,1,5,4.6,250,99.9,0,0,0.1,-4.3,100,0,0,0,5,95,15
25,1,5,4.6,250,99.9,0,0,0.1,-4.3,100,0,0,0,5,95,15
25,1,5,4.6,250,99.9,0,0,0.1,-4.3,100,0,0,0,5,95,15
25,1,5,4.6,250,99.9,0,0,0.1,-4.3,100,0,0,0,5,95,15
25,1,5,4.6,250,99.9,0,0,0.1,-4.3,100,0,0,0,5,95,15
25,1,5,4.6,250,99.9,0,0,0.1,-4.3,100,0,0,0,5,95,15
30,1,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,100,15
30,1,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,100,15
30,1,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,100,15
30,1,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,100,15
30,1,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,100,15
30,1,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,100,15
30,1,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,100,15
30,1,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,100,15
30,1,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,100,15
30,1,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,100,15
30,1,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,100,15
30,1,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,100,15
30,1,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,100,15
30,1,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,100,15
30,1,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,100,15
30,1,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,100,15
30,1,5,4.6,150,99.9,0,0,0.1,-4.3,100,0,0,0,10,100,15
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
40,1,5,4.6,250,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,90,30
40,1,5,4.6,250,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,90,30
40,1,5,4.6,250,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,90,30
40,1,5,4.6,250,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,90,30
40,1,5,4.6,250,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,90,30
40,1,5,4.6,250,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,90,30
40,1,5,4.6,250,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,90,30
40,1,5,4.6,250,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,90,30
40,1,5,4.6,250,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,90,30
30,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,100,15
30,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,100,15
30,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,100,15
30,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,100,15
30,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,100,15
30,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,100,15
30,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,100,15
30,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,100,15
30,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,100,15
30,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,100,15
30,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,100,15
30,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,100,15
30,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,100,15
30,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,100,15
30,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,100,15
30,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,100,15
30,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,100,15
30,1,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,10,100,15
40,0.8,1.9,2.1,50,94.9,5,0.1,0,15.3,99.9,0,0.1,0,5,100,2.5
40,0.8,1.9,2.1,50,94.9,5,0.1,0,15.3,99.9,0,0.1,0,5,100,2.5
40,0.8,1.9,2.1,50,94.9,5,0.1,0,15.3,99.9,0,0.1,0,5,100,2.5
40,0.8,1.9,2.1,50,94.9,5,0.1,0,15.3,99.9,0,0.1,0,5,100,2.5
40,0.8,1.9,2.1,50,94.9,5,0.1,0,15.3,99.9,0,0.1,0,5,100,2.5
40,0.8,1.9,2.1,50,94.9,5,0.1,0,15.3,99.9,0,0.1,0,5,100,2.5
40,0.8,1.9,2.1,50,94.9,5,0.1,0,15.3,99.9,0,0.1,0,5,100,2.5
40,0.8,1.9,2.1,50,94.9,5,0.1,0,15.3,99.9,0,0.1,0,5,100,2.5
40,0.8,1.9,2.1,50,94.9,5,0.1,0,15.3,99.9,0,0.1,0,5,100,2.5
40,0.8,1.9,2.1,50,94.9,5,0.1,0,15.3,99.9,0,0.1,0,5,100,2.5
40,0.8,1.9,2.1,50,94.9,5,0.1,0,15.3,99.9,0,0.1,0,5,100,2.5
25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
