CC_Tem,CC_Speed,CC_Particle Size,CC_Inner Diameter,CC_Length,CC_PhaseA_W_per,CC_PhaseA_O_per,CC_PhaseA_FA_per,CC_PhaseA_TFA_per,CC_PhaseB_O_pKa,CC_PhaseB_O_per,CC_PhaseB_W_per,CC_PhaseB_FA_per,CC_PhaseB_TFA_per,CC_RT-initial,CC_RT-final,CC_time
25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
50,0.8,3,2.1,30,99.9625,0,0,0.0375,-4.3,99.98125,0,0,0.01875,10,80,6
50,0.8,3,2.1,30,99.9625,0,0,0.0375,-4.3,99.98125,0,0,0.01875,10,80,6
50,0.8,3,2.1,30,99.9625,0,0,0.0375,-4.3,99.98125,0,0,0.01875,10,80,6
50,0.8,3,2.1,30,99.9625,0,0,0.0375,-4.3,99.98125,0,0,0.01875,10,80,6
50,0.8,3,2.1,30,99.9625,0,0,0.0375,-4.3,99.98125,0,0,0.01875,10,80,6
50,0.8,3,2.1,30,99.9625,0,0,0.0375,-4.3,99.98125,0,0,0.01875,10,80,6
50,0.8,3,2.1,30,99.9625,0,0,0.0375,-4.3,99.98125,0,0,0.01875,10,80,6
50,0.8,3,2.1,30,99.9625,0,0,0.0375,-4.3,99.98125,0,0,0.01875,10,80,6
50,0.8,3,2.1,30,99.9625,0,0,0.0375,-4.3,99.98125,0,0,0.01875,10,80,6
40,2,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,5,100,10
40,2,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,5,100,10
40,2,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,5,100,10
40,2,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,5,100,10
40,2,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,5,100,10
40,2,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,5,100,10
40,2,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,5,100,10
40,2,5,4.6,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,5,100,10
25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
25,0.5,2.6,4.6,75,99.99,0,0.01,0,-4.3,99.99,0,0.01,0,1,90,15
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
25,0.4,5,2.1,150,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,1,99,4
40,0.8,1.9,2.1,50,94.9,5,0.1,0,15.3,99.9,0,0.1,0,5,100,4
40,0.8,1.9,2.1,50,94.9,5,0.1,0,15.3,99.9,0,0.1,0,5,100,4
40,0.8,1.9,2.1,50,94.9,5,0.1,0,15.3,99.9,0,0.1,0,5,100,4
40,0.8,1.9,2.1,50,94.9,5,0.1,0,15.3,99.9,0,0.1,0,5,100,4
40,0.8,1.9,2.1,50,94.9,5,0.1,0,15.3,99.9,0,0.1,0,5,100,4
40,0.8,1.9,2.1,50,94.9,5,0.1,0,15.3,99.9,0,0.1,0,5,100,4
40,0.8,1.9,2.1,50,94.9,5,0.1,0,15.3,99.9,0,0.1,0,5,100,4
40,0.8,1.9,2.1,50,94.9,5,0.1,0,15.3,99.9,0,0.1,0,5,100,4
40,0.8,1.9,2.1,50,94.9,5,0.1,0,15.3,99.9,0,0.1,0,5,100,4
40,0.8,1.9,2.1,50,94.9,5,0.1,0,15.3,99.9,0,0.1,0,5,100,4
40,0.8,1.9,2.1,50,94.9,5,0.1,0,15.3,99.9,0,0.1,0,5,100,4
40,0.8,1.9,2.1,50,94.9,5,0.1,0,15.3,99.9,0,0.1,0,5,100,4
40,0.8,1.9,2.1,50,94.9,5,0.1,0,15.3,99.9,0,0.1,0,5,100,4
40,0.8,1.9,2.1,50,94.9,5,0.1,0,15.3,99.9,0,0.1,0,5,100,4
40,0.8,1.9,2.1,50,94.9,5,0.1,0,15.3,99.9,0,0.1,0,5,100,4
40,0.8,1.9,2.1,50,94.9,5,0.1,0,15.3,99.9,0,0.1,0,5,100,4
40,0.8,1.9,2.1,50,94.9,5,0.1,0,15.3,99.9,0,0.1,0,5,100,4
40,0.8,1.9,2.1,50,94.9,5,0.1,0,15.3,99.9,0,0.1,0,5,100,4
25,0.4,5,2.1,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,1,99,4
25,0.4,5,2.1,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,1,99,4
25,0.4,5,2.1,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,1,99,4
25,0.4,5,2.1,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,1,99,4
25,0.4,5,2.1,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,1,99,4
25,0.4,5,2.1,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,1,99,4
25,0.4,5,2.1,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,1,99,4
25,0.4,5,2.1,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,1,99,4
25,0.4,5,2.1,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,1,99,4
25,0.4,5,2.1,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,1,99,4
25,0.4,5,2.1,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,1,99,4
25,0.4,5,2.1,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,1,99,4
25,0.4,5,2.1,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,1,99,4
25,0.4,5,2.1,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,1,99,4
25,0.4,5,2.1,150,99.9,0,0,0.1,-4.3,99.9,0,0,0.1,1,99,4
50,2,3.5,4.6,50,99.99,0,0,0.01,-4.3,99.99,0,0,0.01,5,95,2.8
50,2,3.5,4.6,50,99.99,0,0,0.01,-4.3,99.99,0,0,0.01,5,95,2.8
50,2,3.5,4.6,50,99.99,0,0,0.01,-4.3,99.99,0,0,0.01,5,95,2.8
50,2,3.5,4.6,50,99.99,0,0,0.01,-4.3,99.99,0,0,0.01,5,95,2.8
50,2,3.5,4.6,50,99.99,0,0,0.01,-4.3,99.99,0,0,0.01,5,95,2.8
