apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_dbo,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb
94.305344,0,0,3,5,11,0,17,0,83,3,14,46,27,137.07553,1.6515124,0,0,32,0,0,37,0,7,7,0,0,0.89045858,-2.7239375,-0.56993312,0.60707152,2.6764076,-2.763938,-0.4918386,0.63596493,2.7821317,-2.4646671,-0.37933087,0.75139827,2.9193273,55.074657,16,0.31999999,17,87,5,50,12,16,0.31999999,65,0,32.630817,25.684069,19.604084,21.363232,22.223255,15.484475,9.7825279,11.599319,1,1,0.8408587,28,0,-0.85777467,-0.4578608,0.059732035,2.8244259,-1.1707945,-0.34181526,0.10628264,2.8666296,-0.53205037,-0.23171623,0.21353415,3.0655711,18.210169,18.877043,12.476448,2.4947667,3.8330009,-7.4713945,0,14.410377,17.172308,-0.08033061,7.8907762,8.4029999,1.8199648,5.1640511,37.259998,18.298677,10.052892,27.812483,13.564487,7.4162588,8.2013502,14,2,0,2,2.32653,-5.23282,16.852722,0,1,27,0,5,16,4,0,0,3.1659448,-3.1659448,0.10244787,0.10430613,189.70193,125.69061,76.056587,6.6995511,0,51.798122,14.708499,0,13.159503,22.987961,5.6825762,5.6825762,67.834602,2.503756,0.75532013,0.20231709,0.13050663,0.24467987,0.79768294,0.11417323,439.97873,117.85098,76.020935,142.52756,464.6553,66.506622,0.5,1,0,0,0,0,1,0,0,0,1,0,582.50629,0,0,0,582.50629,0,14,0,5,0,0,0.17391305,3.0573001,29.010639,86.794823,51.706402,83.190643,81.143372,32.897186,0,128.15813,150.94725,23.683006,16.422501,119.31108,69.014107,43.395977,18.782122,5.513495,292.03146,86.586014,32.897186,176.92,0.27463716,6.643856,4.6091366,10.681243,582.50629,706.88922,85.034561,0,0,5.6825762,398.14868,66.506622,117.85098,631.69,11201,72,238
106.67969,0,0,3,5,11,0,17,0,95,3,14,50,31,151.58263,1.5956066,0,0,36,0,0,45,0,7,7,0,0,0.82793498,-2.7416589,-0.56993306,0.60707152,2.6767833,-2.7639377,-0.4918386,0.63596493,2.827364,-2.4848807,-0.37933087,0.75139827,2.9261642,63.820316,20,0.37037036,17,99,5,54,16,20,0.37037036,77,0,35.459244,28.512495,22.43251,24.19166,24.223255,17.484476,11.782528,13.599319,1,1,0.82258475,32,0,-0.85778606,-0.44030628,0.059731685,2.8632908,-1.1707945,-0.32228351,0.10628324,2.9344187,-0.53419554,-0.23168921,0.21353394,3.0984385,18.210266,19.14888,12.748284,4.5309639,5.8706431,-8.7931652,0,14.410377,18.989851,-0.080009259,7.8920841,8.4029732,1.8186436,5.1660585,41.169411,21.185213,11.998671,31.502516,16.117039,9.0916977,10.154545,14,2,0,2,4.0945301,-7.2937002,18.743969,0,1,27,0,5,20,5,0,0,3.1659448,-3.1659448,0.10244787,0.10430613,252.93591,125.69061,76.056587,6.6995511,0,51.798122,14.708499,0,13.159503,22.987961,5.6825762,5.6825762,67.834602,2.503756,0.77928036,0.18250524,0.1177268,0.22071964,0.81749475,0.10299284,503.21271,117.85098,76.020935,142.52756,527.88928,66.506622,0.5,1,0,0,0,0,1,0,0,0,1,0,645.7403,0,0,0,645.7403,0,16,0,5,0,0,0.16,4.6177001,29.010639,86.794823,51.706402,83.190643,81.143372,32.897186,0,128.15813,226.42087,23.683006,18.2693,119.31108,69.014107,43.395977,18.782122,5.513495,367.50507,86.586014,32.897186,176.92,0.25677645,6.7548876,4.8131709,10.910981,645.7403,780.99915,85.034561,0,0,5.6825762,461.38266,66.506622,117.85098,687.79797,15195,76,254
103.5861,0,0,3,5,10,0,17,0,92,1,11,49,30,148.01044,1.6088091,0,0,35,0,0,43,0,7,7,0,0,0.85597128,-2.734401,-0.51519501,0.54170811,2.676538,-2.7639377,-0.44448337,0.56175774,2.8104956,-2.476712,-0.35607374,0.71722126,2.9211242,63.5499,18,0.33962265,17,96,5,53,14,19,0.35849056,74,0,34.752136,28.059317,22.018297,23.777445,23.761259,16.873241,10.782528,12.599319,1,1,0.82295531,31,0,-0.85778612,-0.42347121,0.050646331,2.8479004,-1.1707945,-0.31585014,0.044782147,2.905797,-0.53243601,-0.2075883,0.18942854,3.0858662,18.330578,18.025951,14.509726,4.330564,5.3507261,-8.5433426,0,14.410876,18.535532,0.8870182,8.7144918,6.1086636,1.5782403,1.4211092,40.190815,20.453703,11.254072,30.575897,15.466588,8.4736881,9.6511183,14,1,0,2,3.47453,-6.67559,18.306583,0,1,27,0,5,18,4,0,0,3.3195174,-3.3195174,0.089143604,0.099480562,221.31892,125.69061,76.056587,42.357979,0,66.506622,0,0,13.159503,9.4210396,5.6825762,5.6825762,70.338364,2.503756,0.7729339,0.16719072,0.12294099,0.22706608,0.83280927,0.10412509,493.68723,106.78781,78.524696,145.03131,531.93073,66.506622,0.48387095,0.9375,0,0,0,0,1,0,0,0,1,0,638.71857,0,0,0,638.71857,0,16,0,5,0,0,0.20408164,3.9259,29.010639,86.794823,62.706287,57.805416,81.143372,68.281059,0,128.15813,188.68405,23.683006,17.78392,130.31097,69.014107,18.01075,18.782122,5.513495,329.76828,86.586014,68.281059,165.92,0.26099879,6.7279205,4.7427201,10.857918,638.71857,766.05255,98.601479,0,0,5.6825762,465.4241,69.010376,104.28406,673.771,13908,76,250
97.398926,0,0,3,5,10,0,17,0,86,1,11,47,28,140.7601,1.6367455,0,0,33,0,0,39,0,7,7,0,0,0.88911092,-2.7239377,-0.51519501,0.54170811,2.6764076,-2.763938,-0.4444834,0.56175774,2.7821317,-2.4646671,-0.35607374,0.71722126,2.9193273,59.177074,16,0.3137255,17,90,5,51,12,17,0.33333334,68,0,33.337925,26.645103,20.604084,22.363232,22.761259,15.87324,9.7825279,11.599319,1,1,0.83183402,29,0,-0.85777587,-0.42944092,0.050646506,2.8277767,-1.1707945,-0.31899422,0.044781912,2.8700476,-0.53205037,-0.20761059,0.18942872,3.0689325,18.330488,17.889986,14.373761,3.3130884,4.3319321,-7.8824711,0,14.410876,17.62676,0.88672674,8.7142181,6.1098638,1.5792794,1.4192809,38.236065,19.010204,10.296681,28.730732,14.190042,7.6498752,8.674262,14,1,0,2,2.5905299,-5.6451502,17.36101,0,1,27,0,5,16,4,0,0,3.3195174,-3.3195174,0.089143604,0.099480562,189.70193,125.69061,76.056587,42.357979,0,66.506622,0,0,13.159503,9.4210396,5.6825762,5.6825762,70.338364,2.503756,0.76110864,0.17589778,0.12934358,0.23889136,0.82410222,0.10954777,462.07022,106.78781,78.524696,145.03131,500.31375,66.506622,0.48275861,0.93333334,0,0,0,0,1,0,0,0,1,0,607.10156,0,0,0,607.10156,0,15,0,5,0,0,0.21276596,3.1457,29.010639,86.794823,62.706287,57.805416,81.143372,68.281059,0,128.15813,150.94725,23.683006,16.860519,130.31097,69.014107,18.01075,18.782122,5.513495,292.03146,86.586014,68.281059,165.92,0.26991972,6.6724253,4.6391788,10.743613,607.10156,728.99756,98.601479,0,0,5.6825762,433.80713,69.010376,104.28406,645.71698,11926,74,242
109.77327,0,0,3,5,10,0,17,0,98,1,11,51,32,155.12314,1.5828892,0,0,37,0,0,47,0,7,7,0,0,0.8276217,-2.7416589,-0.51519501,0.54170811,2.6767833,-2.7639377,-0.44448337,0.56175774,2.827364,-2.4848807,-0.35607374,0.71722126,2.9261642,67.922729,20,0.36363637,17,102,5,55,16,21,0.38181818,80,0,36.166351,29.47353,23.43251,25.19166,24.761259,17.873241,11.782528,13.599319,1,1,0.81489587,33,0,-0.85778719,-0.41956568,0.050646216,2.8660877,-1.1707945,-0.31194642,0.044782292,2.9370093,-0.53419554,-0.20756835,0.18942851,3.1012702,18.330587,18.161823,14.645597,5.349287,6.3695745,-9.2042418,0,14.410876,19.444304,0.88704592,8.7145157,6.1085496,1.5781417,1.4212828,42.148762,21.922937,12.243597,32.431644,16.775263,9.3320503,10.667634,14,1,0,2,4.35853,-7.7060299,19.25001,0,1,27,0,5,20,5,0,0,3.3195174,-3.3195174,0.089143604,0.099480562,252.93591,125.69061,76.056587,42.357979,0,66.506622,0,0,13.159503,9.4210396,5.6825762,5.6825762,70.338364,2.503756,0.78364372,0.15930502,0.11714237,0.21635631,0.84069496,0.099213928,525.3042,106.78781,78.524696,145.03131,563.54773,66.506622,0.4848485,0.94117647,0,0,0,0,1,0,0,0,1,0,670.33551,0,0,0,670.33551,0,17,0,5,0,0,0.19607843,4.7061,29.010639,86.794823,62.706287,57.805416,81.143372,68.281059,0,128.15813,226.42087,23.683006,18.707319,130.31097,69.014107,18.01075,18.782122,5.513495,367.50507,86.586014,68.281059,165.92,0.2527014,6.7813597,4.839335,10.968571,670.33551,803.10748,98.601479,0,0,5.6825762,497.04111,69.010376,104.28406,701.82501,16086,78,258
156.91193,0,0,4,6,12,0,23,0,141,6,18,73,48,239.38182,1.6977434,0,0,51,1,2,68,0,11,8,0,0,0.73917401,-2.8088651,-0.53607291,0.55905807,2.8017466,-2.8576698,-0.45500222,0.65026206,2.8725209,-2.5591097,-0.39190316,0.71563566,3.0522258,99.220078,28,0.35443038,23,147,4,79,14,31,0.39240506,120,0,51.529945,42.271618,31.87974,34.182858,35.447933,25.595684,15.256944,17.592485,5,0,0.84940636,37,0,-0.84472835,-0.38987371,0.052862082,3.185648,-1.1660113,-0.31124404,0.14356339,3.154747,-0.53077114,-0.21249475,0.16671129,3.4189854,23.325844,33.886978,22.518862,4.6223855,5.5226908,-10.362905,0,16.796629,27.439495,0.96164334,14,6.197031,2.0835025,1.2434129,60.636436,32.302597,19.358025,48.84156,25.937426,15.509702,17.353758,19,6,0,4,3.02422,-10.48246,27.463806,0,1,39,0,7,31,6,0,0,5.3276429,-5.3276429,0.052862294,0.065501675,207.71896,22.508045,182.5481,194.80748,37.740047,51.798122,0,67.651054,29.581947,5.6825762,15.103616,57.912727,54.267685,10.015024,0.77411115,0.25627393,0.13036469,0.22588885,0.74372607,0.095524155,725.60181,240.21463,122.19543,211.73361,697.12079,89.53817,0.48648649,0.94736844,0,0,0,0,1,0,0,0,1,0,937.33539,0,0,0,937.33539,0,19,0,7,0,0,0.31506848,5.6075702,72.042999,112.19159,173.61833,185.84964,13.967521,51.765594,3.5006065,175.14536,154.92921,146.2578,26.937321,139.44841,85.055176,94.695831,32.967175,43.00526,381.84018,206.88478,105.37185,224.22,0.19262899,7.3037806,5.082202,12.029152,937.33539,1139.7124,85.068901,0,0,28.41288,739.50079,78.670258,119.16435,1036.6229,40158,110,370
153.70392,0,0,4,6,8,0,23,0,137,6,14,69,48,221.13548,1.6141276,0,0,51,1,2,68,0,11,4,0,0,0.79098839,-2.8088698,-0.59846389,0.62561446,2.8019972,-2.8575358,-0.47833213,0.67705286,2.8725257,-2.5591116,-0.44438866,0.7504555,3.0528123,91.556076,24,0.31999999,23,143,4,75,10,27,0.36000001,116,0,48.701519,40.638622,31.87974,34.182858,33.447933,25.286283,17.256943,19.592485,5,0,0.82409108,33,0,-0.84926057,-0.41282868,0.059321385,3.2233481,-1.1656309,-0.31461021,0.16545907,3.215373,-0.53258735,-0.21577559,0.18826425,3.4569654,18.065554,28.820696,17.601171,7.5726366,8.473361,-11.969528,0,16.796612,26.719105,0.96311343,14,6.1971626,2.0917726,1.2440969,56.721066,29.339869,17.260532,45.090485,23.241247,13.639114,15.187813,15,6,0,4,7.2789998,-12.46001,26.671288,0,1,39,0,7,27,6,0,0,3.9478157,-3.9478157,0.068930328,0.078422211,318.37842,38.31654,202.8476,20.098654,15.681574,51.798122,0,67.651054,29.581947,5.6825762,15.103616,57.912727,54.267685,0,0.79521728,0.26238939,0.12786707,0.20478275,0.73761058,0.076915674,697.6604,230.1996,112.18041,179.66011,647.12091,67.479698,0.4848485,0.94117647,0,0,0,0,1,0,0,0,1,0,877.32056,0,0,0,877.32056,0,17,0,7,0,0,0.1594203,8.6619701,72.042999,112.19159,129.61877,18.439579,13.967521,51.765594,3.5006065,175.14536,305.87646,146.2578,26.30332,95.448868,85.055176,94.695831,32.967175,43.00526,532.78741,39.474712,105.37185,187.3,0.20188898,7.2288189,4.9165087,11.882859,877.32056,1097.0668,75.053879,0,0,28.41288,689.50092,78.670258,109.14933,972.62695,32114,106,354
160.80751,0,0,4,6,13,0,23,0,145,6,19,75,49,247.03107,1.7036625,0,0,52,1,2,70,0,11,9,0,0,0.7467559,-2.8088651,-0.52801597,0.49213585,2.8017466,-2.8576698,-0.45101216,0.6292845,2.8725209,-2.5591097,-0.33425364,0.68894488,3.0522258,103.32249,29,0.35802469,23,151,4,81,14,32,0.39506173,124,0,53.107296,43.602516,32.802391,35.053101,36.358616,26.136137,15.173611,17.425819,5,0,0.85215837,38,0,-0.85132045,-0.40395617,0.044156734,3.1862426,-1.1660113,-0.34922671,0.14054279,3.1555324,-0.53077114,-0.21068478,0.16093376,3.4194276,24.191711,34.826897,23.455072,4.6462603,5.5465355,-10.518947,0,16.976189,28.098087,0.96251059,14,6.1974807,2.0894456,1.2434233,62.597164,33.191315,19.854874,50.725822,26.816872,16.008743,18.137438,20,6,0,4,2.7669599,-10.53284,28.103369,0,1,39,0,7,32,6,0,0,5.6508694,-5.6508694,0.049838603,0.061659414,176.10197,38.31654,181.98576,239.48676,37.740047,51.798122,0,67.651054,29.581947,5.6825762,15.103616,57.912727,54.267685,12.518781,0.77871418,0.2507039,0.12880184,0.22128585,0.74929607,0.092484012,753.91022,242.71838,124.69919,214.23737,725.4292,89.53817,0.5,1,0,0,0,0,1,0,0,0,1,0,968.14758,0,0,0,968.14758,0,19,0,7,0,0,0.31999999,5.6161699,83.042892,112.19159,173.61833,206.77591,13.967521,51.765594,3.5006065,157.50218,154.92921,165.95885,27.59252,139.44841,96.055069,94.695831,38.210602,43.00526,345.75742,227.81104,138.26903,233.45,0.18833776,7.3398499,5.0937815,12.111833,968.14758,1168.9012,87.572655,0,0,28.41288,767.8092,78.670258,121.66811,1066.6489,42778,114,380
157.5995,0,0,4,6,9,0,23,0,141,6,15,71,49,229.54068,1.627948,0,0,52,1,2,70,0,11,5,0,0,0.8002556,-2.8088698,-0.56252545,0.59119338,2.8019972,-2.8575358,-0.47772086,0.6480965,2.8725257,-2.5591116,-0.41978538,0.73486745,3.0528121,95.658493,25,0.32467532,23,147,4,77,10,28,0.36363637,120,0,50.27887,41.969521,32.802391,35.053101,34.358616,25.826735,17.173611,19.425819,5,0,0.82760334,34,0,-0.85132051,-0.41027838,0.057906229,3.2242494,-1.1656309,-0.332638,0.15710637,3.2160664,-0.53254116,-0.2121973,0.18122025,3.4574144,18.917164,29.779881,18.550007,7.5968018,8.4971771,-12.124331,0,16.976158,27.377695,0.96256626,14,6.1973767,2.0894661,1.2435638,58.677685,30.228571,17.76022,46.962971,24.112999,14.134374,15.94955,16,6,0,4,7.27,-12.51039,27.322643,0,1,39,0,7,28,6,0,0,4.2716012,-4.2716012,0.063705437,0.076801091,286.76144,54.125034,204.04424,63.018959,15.681574,51.798122,0,67.651054,29.581947,5.6825762,15.103616,57.912727,54.267685,2.503756,0.79940832,0.25624377,0.12628569,0.20059167,0.74375623,0.074305989,725.96887,232.70337,114.68417,182.16386,675.42938,67.479698,0.5,1,0,0,0,0,1,0,0,0,1,0,908.13275,0,0,0,908.13275,0,17,0,7,0,0,0.16901408,8.6705704,83.042892,112.19159,129.61877,39.365837,13.967521,51.765594,3.5006065,157.50218,305.87646,165.95885,26.958521,95.448868,96.055069,94.695831,38.210602,43.00526,496.70465,60.40097,138.26903,196.53,0.1971401,7.2667866,4.9297695,11.97077,908.13275,1126.2557,77.557632,0,0,28.41288,717.80939,78.670258,111.65309,1002.653,34302,110,364
210.51654,0,0,4,6,18,0,28,0,189,4,22,95,68,305.84381,1.6182213,0,0,70,0,2,94,0,10,12,0,1,0.5398066,-2.8088651,-0.51393092,0.52434695,2.8017466,-2.9125855,-0.45500222,0.60852838,2.8725209,-2.5591097,-0.3474198,0.68307143,3.0522258,140.17146,33,0.31730768,29,198,4,104,14,36,0.34615386,165,0,66.68644,55.9529,44.389965,47.391754,46.125698,35.647198,21.32831,24.892145,5,0,0.82706851,50,0,-0.91291577,-0.39357537,0.034899019,3.2004256,-1.1660113,-0.32761249,0.081982046,3.1719124,-0.5307712,-0.19797756,0.14891879,3.4337811,31.004572,41.526684,33.864006,3.8408024,6.5052748,-13.325568,1.3569876,19.561815,36.060181,1.8458138,14,5.1032825,3.26196,3.7198241,77.6091,39.75774,22.997341,65.430099,33.455616,19.326962,23.04215,22,4,0,3,4.93749,-12.91695,36.152496,0,1,57,0,10,40,5,0,0,7.1094451,-7.1094451,0.05781921,0.06706126,309.19556,130.70512,170.15486,272.82388,22.058474,51.798122,35.569111,67.651054,0,6.5127993,0,57.912727,54.267685,47.039059,0.78082097,0.19040999,0.12990206,0.219179,0.80959004,0.089276932,957.04327,233.38333,159.21947,268.64517,992.30518,109.42571,0.5,1,0,0,0,0,1,0,0,0,1,0,1225.6885,0,0,0,1225.6885,0,25,0,10,0,0,0.35789475,6.24827,94.042778,115.27514,180.49759,388.75967,13.967521,87.14946,0,245.53432,173.79762,92.172676,35.67326,187.6201,97.988319,94.695831,39.953426,16.601746,436.05621,409.7948,108.48634,244.66,0.15822318,7.7004399,5.497869,12.773822,1225.6885,1502.7654,112.6719,0,0,17.047728,1031.9753,58.310925,135.40221,1337.642,89221,154,494
207.30855,0,0,4,6,14,0,28,0,185,4,18,91,68,288.90512,1.5616493,0,0,70,0,2,94,0,10,8,0,1,0.56970268,-2.8098478,-0.53834176,0.5894534,2.8019986,-2.9070678,-0.47352305,0.65462774,2.8725257,-2.5591116,-0.39046106,0.73756862,3.0528159,132.50746,29,0.28999999,29,194,4,100,10,32,0.31999999,161,0,63.858009,54.319908,44.389965,47.391754,44.125698,35.337799,23.32831,26.892145,5,0,0.80739534,46,0,-0.91291577,-0.4011164,0.044251688,3.254097,-1.1656309,-0.32551455,0.11841235,3.2505367,-0.53295124,-0.21314244,0.16223298,3.4873044,25.698612,36.331512,28.81002,6.4138665,9.5074673,-14.961897,1.3569876,19.5616,35.339764,1.85821,14,4.6085935,2.7400458,4.4271049,73.709999,36.89716,21.040937,61.660763,30.802145,17.540348,20.87125,18,4,0,3,9.1922703,-14.8945,35.380375,0,1,57,0,10,36,5,0,0,5.7284265,-5.7284265,0.07175836,0.083228506,419.85501,166.81313,149.85536,118.41457,0,51.798122,35.569111,67.651054,0,6.5127993,0,57.912727,54.267685,37.024036,0.79705155,0.19162165,0.12799847,0.20294848,0.80837834,0.074950002,929.10193,223.3683,149.20445,236.57169,942.3053,87.367233,0.5,1,0,0,0,0,1,0,0,0,1,0,1165.6736,0,0,0,1165.6736,0,23,0,10,0,0,0.23076923,9.3026695,94.042778,115.27514,136.49805,221.34959,13.967521,87.14946,0,245.53432,324.74487,92.172676,35.039261,143.62056,97.988319,94.695831,39.953426,16.601746,587.00342,242.38472,108.48634,207.74001,0.16415565,7.643856,5.3737631,12.659142,1165.6736,1460.1199,102.65687,0,0,17.047728,981.97552,58.310925,125.38718,1273.646,75105,150,478
155.10675,0,0,4,6,11,0,29,0,135,5,16,71,46,216.41791,1.6030957,0,0,52,0,0,64,0,12,6,0,1,0.72802442,-2.7723222,-0.51089656,0.57853293,2.7745547,-2.8847756,-0.50869584,0.59237915,2.7206037,-2.4854674,-0.38282448,0.78137803,3.0171635,91.917252,18,0.23076923,29,142,5,78,4,21,0.26923078,108,0,50.613579,42.077324,32.800236,36.069973,33.870583,24.947676,15.0398,18.39378,3,0,0.81256264,36,0,-0.85487968,-0.39316252,0.064921014,3.0947919,-1.1632705,-0.33692628,0.095640607,3.0827167,-0.53231215,-0.21690729,0.18520962,3.3402433,22.042645,27.832043,18.342531,5.2520361,6.4231348,-11.870311,0,21.198347,27.773754,0.93508774,15.106118,5.8508029,1.2901744,1.6191131,57.182774,25.644045,14.579523,43.862801,19.592037,11.107854,12.103685,18,5,0,3,4.4359999,-9.6602402,27.292368,0,1,44,0,8,21,5,0,0,4.2713218,-4.2713218,0.064523853,0.072333358,311.3934,175.92207,74.297623,73.108307,15.681574,51.798122,0,114.84406,0,5.6825762,0,55.546722,59.95026,0,0.80497563,0.25156406,0.12310161,0.19502436,0.74843591,0.071922742,755.24805,236.02362,115.49698,182.97668,702.20111,67.479698,0.5,1,0,0,0,0,1,0,0,0,1,0,938.22473,0,0,0,938.22473,0,18,0,8,0,0,0.36619717,6.2586198,92.91806,115.43842,86.019234,129.07704,35.746861,0,0,248.86372,56.605217,293.84259,27.446421,95.448868,127.16299,42.147606,26.317232,34.623154,319.36453,150.11218,263.33456,212.59,0.19911523,7.2854023,4.995141,11.955247,938.22473,1133.1014,76.997986,0,0,17.047728,727.18433,89.860825,121.17956,985.22797,34523,119,384
168.71631,0,0,4,6,12,0,29,0,148,6,18,77,49,237.39798,1.6040404,0,0,56,0,0,71,0,13,7,0,1,0.67715991,-2.7714157,-0.51000386,0.56956309,2.7743812,-2.8836493,-0.49725822,0.57243019,2.7203379,-2.4811125,-0.37819013,0.76329368,3.0166068,101.1877,22,0.26190478,29,155,6,84,4,26,0.30952382,120,0,55.019356,45.606892,35.421555,38.768646,36.764427,27.108908,16.393354,19.802029,3,0,0.81419283,41,0,-0.85525841,-0.40392831,0.05804662,3.068882,-1.1650221,-0.34499669,0.080090232,3.0535345,-0.53226328,-0.21843934,0.18128905,3.3116143,24.044319,32.478756,20.887697,5.1933928,6.3770261,-12.348441,0,22.211937,30.06959,0.93701047,15.106148,5.8371177,1.2835884,1.6366751,63.031746,29.198826,17.10125,48.427486,22.351601,13.057848,14.057557,20,6,0,4,4.0929999,-9.9165001,29.573175,0,1,44,0,8,25,6,0,0,4.7796803,-4.7796803,0.057661213,0.064640112,327.2019,191.73056,94.59713,73.108307,15.681574,64.747658,0,114.84406,0,5.6825762,0,61.229298,73.517181,0,0.78952634,0.24969487,0.13180199,0.21047367,0.75030512,0.078671686,807.16455,255.27312,134.74648,215.1757,767.06714,80.42923,0.48780489,0.95238096,0,0,0,0,1,0,0,0,1,0,1022.3403,0,0,0,1022.3403,0,21,0,8,0,0,0.33766234,6.1550202,110.92881,120.6972,109.88145,147.51663,35.746861,0,0,248.86372,94.342026,293.84259,29.67079,119.31108,127.16299,60.15836,26.317232,34.623154,357.10135,173.81055,263.33456,241.69,0.18597351,7.3923173,5.1913056,12.177721,1022.3403,1226.6947,90.564911,0,0,22.730305,779.10083,102.81036,140.42906,1070.334,46399,126,410
174.90347,0,0,4,6,12,0,29,0,154,6,18,79,51,244.40363,1.5870365,0,0,58,0,0,75,0,13,7,0,1,0.65650034,-2.7715366,-0.50910157,0.56956309,2.7744679,-2.8836246,-0.49380499,0.57243198,2.7257984,-2.481375,-0.37819013,0.76329368,3.0167718,105.56052,24,0.27906978,29,161,6,86,6,28,0.3255814,126,0,56.433571,47.021107,36.83577,40.182858,37.764427,28.108908,17.393354,20.802029,3,0,0.80932802,43,0,-0.85527855,-0.40392062,0.057715386,3.0744417,-1.1634406,-0.32626191,0.080091365,3.067245,-0.53349596,-0.21843828,0.18128905,3.3149276,24.05364,32.645504,21.095728,5.6933107,6.8782148,-12.798807,0,22.211964,30.978365,0.93720245,15.106154,5.8357301,1.2829282,1.6384577,64.985939,30.567917,18.047108,50.280949,23.569197,13.881819,15.001032,20,6,0,4,4.9770002,-10.32004,30.514931,0,1,44,0,8,27,6,0,0,4.779695,-4.779695,0.05766103,0.064639911,358.81891,191.73056,94.59713,73.108307,15.681574,64.747658,0,114.84406,0,5.6825762,0,61.229298,73.517181,0,0.7958402,0.24220443,0.12784815,0.20415981,0.75779557,0.076311663,838.78156,255.27312,134.74648,215.1757,798.68414,80.42923,0.48837209,0.95454544,0,0,0,0,1,0,0,0,1,0,1053.9573,0,0,0,1053.9573,0,22,0,8,0,0,0.32911393,6.9352198,110.92881,120.6972,109.88145,147.51663,35.746861,0,0,248.86372,132.07884,293.84259,30.594191,119.31108,127.16299,60.15836,26.317232,34.623154,394.83817,173.81055,263.33456,241.69,0.18200214,7.4262648,5.2638717,12.246819,1053.9573,1263.7496,90.564911,0,0,22.730305,810.71783,102.81036,140.42906,1098.3879,51353,128,418
