smiles,rt_min,CM_Tem,CM_Speed,CM_Particle Size,CM_Inner Diameter,CM_Length,CM_PhaseA_W_per,CM_PhaseA_O_per,CM_PhaseA_FA_per,CM_PhaseA_TFA_per,CM_PhaseB_O_pKa,CM_PhaseB_O_per,CM_PhaseB_W_per,CM_PhaseB_FA_per,CM_PhaseB_TFA_per,CM_RT-initial,CM_RT-final,CM_time
O=C(C(N(CC1=C2C=CC=C1OCCC3CCN(CC#CCOC4=CC=C(C(F)(F)F)C=C4)CC3)C2=O)CC5)NC5=O,21.175,25,1,5,4.6,250,99.9,0,0.1,0,15.3,100,0,0,0,10,90,15
O=C(C(N(CC1=C2C=CC=C1C#CCN3CCN(CC#CCOC4=CC=C(C(F)(F)F)C=C4)CC3)C2=O)CC5)NC5=O,13.73,25,1,5,4.6,250,99.9,0,0.1,0,15.3,100,0,0,0,10,90,15
O=C(C(N(CC1=C2C=CC=C1OC3CN(CC#CCN4CCN(C5=CC=C(C(F)(F)F)C=C5)CC4)C3)C2=O)CC6)NC6=O,18.134,25,1,5,4.6,250,99.9,0,0.1,0,15.3,100,0,0,0,10,90,15
O=C(C(N(CC1=C2C=CC(C#CCN3CCN(CC#CCOC4=CC=C(C(F)(F)F)C=C4)CC3)=C1)C2=O)CC5)NC5=O,13.178,25,1,5,4.6,250,99.9,0,0.1,0,15.3,100,0,0,0,10,90,15
O=C(C(N(CC1=C2C=CC(C#CCN3CCN(C4=CC=C(C(F)(F)F)C=C4)CC3)=C1)C2=O)CC5)NC5=O,13.304,25,1,5,4.6,250,99.9,0,0.1,0,15.3,100,0,0,0,10,90,15
O=C(C(N(CC1=C2C=C(C#CCN3CCN(CC#CCOC4=CC=C(C(F)(F)F)C=C4)CC3)C=C1)C2=O)CC5)NC5=O,21.158,25,1,5,4.6,250,99.9,0,0.1,0,15.3,100,0,0,0,10,90,15
O=C1N(C(CC2)C(NC2=O)=O)C(C3=C1C=CC(N4CCN(CC#CCN5CCN(C6=CC=C(C(F)(F)F)C=C6)CC5)CC4)=C3)=O,21.563,25,1,5,4.6,250,99.9,0,0.1,0,15.3,100,0,0,0,10,90,15
O=C1N(C(CC2)C(NC2=O)=O)C(C3=C1C=CC=C3N4CCN(C5CCN(CCCCOC6=CC=C(C(F)(F)F)C=C6)CC5)CC4)=O,10.487,25,1,5,4.6,250,99.9,0,0.1,0,15.3,100,0,0,0,10,90,15
O=C1N(C(CC2)C(NC2=O)=O)C(C3=C1C=CC=C3N4CCN(CC5CCN(CC#CCOC6=CC=C(C(F)(F)F)C=C6)CC5)CC4)=O,10.326,25,1,5,4.6,250,99.9,0,0.1,0,15.3,100,0,0,0,10,90,15
O=C1N(C(CC2)C(NC2=O)=O)C(C3=C1C=CC=C3N4CCN(CC5CCN(CCCCOC6=CC=C(C(F)(F)F)C=C6)CC5)CC4)=O,10.379,25,1,5,4.6,250,99.9,0,0.1,0,15.3,100,0,0,0,10,90,15
O=C1N(C(CC2)C(NC2=O)=O)C(C3=C1C=CC(N4CCN(C5CN(CC#CCOC6=CC=C(C(F)(F)F)C=C6)C5)CC4)=C3)=O,13.243,25,1,5,4.6,250,99.9,0,0.1,0,15.3,100,0,0,0,10,90,15
O=C1N(C(CC2)C(NC2=O)=O)C(C3=C1C=CC(N4CCN(C5CN(CCCCOC6=CC=C(C(F)(F)F)C=C6)C5)CC4)=C3)=O,13.302,25,1,5,4.6,250,99.9,0,0.1,0,15.3,100,0,0,0,10,90,15
O=C(C(N(CC1=C2C=CC(C#CCN3CCN(C(CCC(N4C[C@H](N5N=C(C6=CC=C(OC7=CC=CC=C7)C=C6)C8=C(N)N=CN=C85)CCC4)=O)=O)CC3)=C1)C2=O)CC9)NC9=O,15.43,25,1,5,4.6,250,99.9,0,0.1,0,15.3,100,0,0,0,10,90,15
O=C(NCC#CCN1CCN(CC#CC2=CC3=C(C(N(C(CC4)C(NC4=O)=O)C3)=O)C=C2)CC1)CC(N5C[C@H](N6N=C(C7=CC=C(OC8=CC=CC=C8)C=C7)C9=C(N)N=CN=C96)CCC5)=O,13.891,25,1,5,4.6,250,99.9,0,0.1,0,15.3,100,0,0,0,10,90,15
O=C(NCC#CCN1CCN(CC#CC2=CC3=C(C(N(C(CC4)C(NC4=O)=O)C3)=O)C=C2)CC1)CCC(N5C[C@H](N6N=C(C7=CC=C(OC8=CC=CC=C8)C=C7)C9=C(N)N=CN=C96)CCC5)=O,14.428,25,1,5,4.6,250,99.9,0,0.1,0,15.3,100,0,0,0,10,90,15
O=C(NCC#CCN1CCN(CC#CC2=CC3=C(C(N(C(CC4)C(NC4=O)=O)C3)=O)C=C2)CC1)CCCC(N5C[C@H](N6N=C(C7=CC=C(OC8=CC=CC=C8)C=C7)C9=C(N)N=CN=C96)CCC5)=O,14.344,25,1,5,4.6,250,99.9,0,0.1,0,15.3,100,0,0,0,10,90,15
O=C(NCC#CCN1CCN(CC#CC2=CC3=C(C(N(C(CC4)C(NC4=O)=O)C3)=O)C=C2)CC1)CCCCC(N5C[C@H](N6N=C(C7=CC=C(OC8=CC=CC=C8)C=C7)C9=C(N)N=CN=C96)CCC5)=O,14.613,25,1,5,4.6,250,99.9,0,0.1,0,15.3,100,0,0,0,10,90,15
O=C(NCC#CCN1CCN(CC#CC2=CC3=C(C(N(C(CC4)C(NC4=O)=O)C3)=O)C=C2)CC1)CCCCCCC(N5C[C@H](N6N=C(C7=CC=C(OC8=CC=CC=C8)C=C7)C9=C(N)N=CN=C96)CCC5)=O,15.23,25,1,5,4.6,250,99.9,0,0.1,0,15.3,100,0,0,0,10,90,15
O=C(C(N(CC1=C2C=CC(C#CCN3CCN(C(/C=C/C(N4C[C@H](N5N=C(C6=CC=C(OC7=CC=CC=C7)C=C6)C8=C(N)N=CN=C85)CCC4)=O)=O)CC3)=C1)C2=O)CC9)NC9=O,16.007,25,1,5,4.6,250,99.9,0,0.1,0,15.3,100,0,0,0,10,90,15
O=C(C1(C(N2C[C@H](N3N=C(C4=CC=C(OC5=CC=CC=C5)C=C4)C6=C(N)N=CN=C63)CCC2)=O)CC1)NCC#CCN7CCN(CC#CC8=CC9=C(C(N(C(CC%10)C(NC%10=O)=O)C9)=O)C=C8)CC7,14.293,25,1,5,4.6,250,99.9,0,0.1,0,15.3,100,0,0,0,10,90,15
O=C(C(N(CC1=C2C=CC(C#CCN3CCN(C(C4(C(N5C[C@H](N6N=C(C7=CC=C(OC8=CC=CC=C8)C=C7)C9=C(N)N=CN=C96)CCC5)=O)CC4)=O)CC3)=C1)C2=O)CC%10)NC%10=O,16.651,25,1,5,4.6,250,99.9,0,0.1,0,15.3,100,0,0,0,10,90,15
O=C([C@H]1[C@@H](C(N2C[C@H](N3N=C(C4=CC=C(OC5=CC=CC=C5)C=C4)C6=C(N)N=CN=C63)CCC2)=O)CCCC1)NCC#CCN7CCN(CC#CC8=CC9=C(C(N(C(CC%10)C(NC%10=O)=O)C9)=O)C=C8)CC7,15.404,25,1,5,4.6,250,99.9,0,0.1,0,15.3,100,0,0,0,10,90,15
O=C([C@H]1CC[C@H](C(N2C[C@H](N3N=C(C4=CC=C(OC5=CC=CC=C5)C=C4)C6=C(N)N=CN=C63)CCC2)=O)CC1)NCC#CCN7CCN(CC#CC8=CC9=C(C(N(C(CC%10)C(NC%10=O)=O)C9)=O)C=C8)CC7,16.414,25,1,5,4.6,250,99.9,0,0.1,0,15.3,100,0,0,0,10,90,15
O=C(C(N(CC1=C2C=CC(C#CCN3CCC(N4CCC(N5N=C(C6=CC=C(OC7=CC=CC=C7)C=C6)C8=C(N)N=CN=C85)CC4)CC3)=C1)C2=O)CC9)NC9=O,11.797,25,1,5,4.6,250,99.9,0,0.1,0,15.3,100,0,0,0,10,90,15
O=C(NCCCCCCC(NO)=O)C1=CC=C(NC(COCCNC(COC2=CC=CC(C(N3C4CCC(NC4=O)=O)=O)=C2C3=O)=O)=O)C=C1,13.56,25,1,5,4.6,250,99.9,0,0,0.1,-4.3,100,0,0,0,5,95,15
O=C(NCCCCCCC(NO)=O)C1=CC=C(NC(CCOCCOCCOCCNC(COC2=CC=CC(C(N3C4CCC(NC4=O)=O)=O)=C2C3=O)=O)=O)C=C1,13.8,25,1,5,4.6,250,99.9,0,0,0.1,-4.3,100,0,0,0,5,95,15
O=C(NCCCCCCC(NO)=O)C1=CC=C(NC(CCOCCOCCOCCOCCNC(COC2=CC=CC(C(N3C4CCC(NC4=O)=O)=O)=C2C3=O)=O)=O)C=C1,13.91,25,1,5,4.6,250,99.9,0,0,0.1,-4.3,100,0,0,0,5,95,15
O=C(NCCCCCCC(NO)=O)C1=CC=C(NC(CCOCCOCCOCCOCCNC(CNC2=CC=CC(C(N3C4CCC(NC4=O)=O)=O)=C2C3=O)=O)=O)C=C1,13.99,25,1,5,4.6,250,99.9,0,0,0.1,-4.3,100,0,0,0,5,95,15
O=C(NCCCCCCC(NO)=O)C1=CC=C(NC(CCCCCCCNC(COC2=CC=CC(C(N3C4CCC(NC4=O)=O)=O)=C2C3=O)=O)=O)C=C1,14.98,25,1,5,4.6,250,99.9,0,0,0.1,-4.3,100,0,0,0,5,95,15
O=C(NCCCCCCC(NO)=O)C1=CC=C(NC(COCCOCCNC([C@H](CCCCNC(C2=CC=C(C3(C(C=CC(O)=C4)=C4OC5=C3C=CC(O)=C5)OC6=O)C6=C2)=O)NC(COCCOCCNC(COC7=CC=CC(C(N8C9CCC(NC9=O)=O)=O)=C7C8=O)=O)=O)=O)=O)C=C1,14.84,25,1,5,4.6,250,99.9,0,0,0.1,-4.3,100,0,0,0,5,95,15
CC1=NC2=C(N1CC3=C(F)C=C(C(NO)=O)C=C3)C=CC(NC(CCOCCOCCOCCNC(COC4=CC=CC(C(N5C6CCC(NC6=O)=O)=O)=C4C5=O)=O)=O)=C2,13.07,25,1,5,4.6,250,99.9,0,0,0.1,-4.3,100,0,0,0,5,95,15
O=C(NC1=CC2=C(N(CC3=C(F)C=C(C(NO)=O)C=C3)C(C)=N2)C=C1)CCOCCOCCOCCOCCNC(COC4=CC=CC(C(N5C6CCC(NC6=O)=O)=O)=C4C5=O)=O,13.18,25,1,5,4.6,250,99.9,0,0,0.1,-4.3,100,0,0,0,5,95,15
O=C(NC1=CC2=C(N(CC3=C(F)C=C(C(NO)=O)C=C3)C(C)=N2)C=C1)CCOCCOCCOCCOCCNC(CNC4=CC=CC(C(N5C6CCC(NC6=O)=O)=O)=C4C5=O)=O,13.22,25,1,5,4.6,250,99.9,0,0,0.1,-4.3,100,0,0,0,5,95,15
O=C(NC1=CC2=C(N(CC3=C(F)C=C(C(NO)=O)C=C3)C(C)=N2)C=C1)CCCCCCCNC(COC4=CC=CC(C(N5C6CCC(NC6=O)=O)=O)=C4C5=O)=O,14.01,25,1,5,4.6,250,99.9,0,0,0.1,-4.3,100,0,0,0,5,95,15
O=C(NCCNC1=C(C(N(C2CCC(NC2=O)=O)C3=O)=O)C3=CC=C1)CCC(NC4=CC=C(NC(C5=CC=C([N+]([O-])=O)O5)=O)C=C4)=O,12.336,25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
O=C(NCCCNC1=C(C(N(C2CCC(NC2=O)=O)C3=O)=O)C3=CC=C1)CCC(NC4=CC=C(NC(C5=CC=C([N+]([O-])=O)O5)=O)C=C4)=O,12.719,25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
O=C(NCCCCNC1=C(C(N(C2CCC(NC2=O)=O)C3=O)=O)C3=CC=C1)CCC(NC4=CC=C(NC(C5=CC=C([N+]([O-])=O)O5)=O)C=C4)=O,13.216,25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
O=C(NCCCCCNC1=C(C(N(C2CCC(NC2=O)=O)C3=O)=O)C3=CC=C1)CCC(NC4=CC=C(NC(C5=CC=C([N+]([O-])=O)O5)=O)C=C4)=O,13.83,25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
O=C(NCCCCCCNC1=C(C(N(C2CCC(NC2=O)=O)C3=O)=O)C3=CC=C1)CCC(NC4=CC=C(NC(C5=CC=C([N+]([O-])=O)O5)=O)C=C4)=O,14.596,25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
O=C(CCC(NCCOCCOCCNC1=C(C(N(C2CCC(NC2=O)=O)C3=O)=O)C3=CC=C1)=O)NC4=CC=C(NC(C5=CC=C([N+]([O-])=O)O5)=O)C=C4,13.155,25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
O=C(NC1=CC=C(NC(CCCC(NCCNC2=C(C(N(C3CCC(NC3=O)=O)C4=O)=O)C4=CC=C2)=O)=O)C=C1)C5=CC=C([N+]([O-])=O)O5,12.362,25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
O=C(NC1=CC=C(NC(CCCC(NCCCNC2=C(C(N(C3CCC(NC3=O)=O)C4=O)=O)C4=CC=C2)=O)=O)C=C1)C5=CC=C([N+]([O-])=O)O5,14.607,25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
O=C(NC1=CC=C(NC(CCCC(NCCCCNC2=C(C(N(C3CCC(NC3=O)=O)C4=O)=O)C4=CC=C2)=O)=O)C=C1)C5=CC=C([N+]([O-])=O)O5,13.465,25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
O=C(NC1=CC=C(NC(CCCC(NCCCCCNC2=C(C(N(C3CCC(NC3=O)=O)C4=O)=O)C4=CC=C2)=O)=O)C=C1)C5=CC=C([N+]([O-])=O)O5,14.109,25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
O=C(NC1=CC=C(NC(CCCC(NCCCCCCNC2=C(C(N(C3CCC(NC3=O)=O)C4=O)=O)C4=CC=C2)=O)=O)C=C1)C5=CC=C([N+]([O-])=O)O5,14.775,25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
O=C(NC1=CC=C(NC(CCCC(NCCOCCOCCNC2=C(C(N(C3CCC(NC3=O)=O)C4=O)=O)C4=CC=C2)=O)=O)C=C1)C5=CC=C([N+]([O-])=O)O5,13.232,25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
O=C(NC1=CC=C(NC(COCC(NCCNC2=C(C(N(C3CCC(NC3=O)=O)C4=O)=O)C4=CC=C2)=O)=O)C=C1)C5=CC=C([N+]([O-])=O)O5,12.393,25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
O=C(NC1=CC=C(NC(COCC(NCCCNC2=C(C(N(C3CCC(NC3=O)=O)C4=O)=O)C4=CC=C2)=O)=O)C=C1)C5=CC=C([N+]([O-])=O)O5,13.178,25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
O=C(NC1=CC=C(NC(COCC(NCCCCNC2=C(C(N(C3CCC(NC3=O)=O)C4=O)=O)C4=CC=C2)=O)=O)C=C1)C5=CC=C([N+]([O-])=O)O5,13.604,25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
O=C(NC1=CC=C(NC(COCC(NCCCCCNC2=C(C(N(C3CCC(NC3=O)=O)C4=O)=O)C4=CC=C2)=O)=O)C=C1)C5=CC=C([N+]([O-])=O)O5,14.244,25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
O=C(NC1=CC=C(NC(COCC(NCCCCCCNC2=C(C(N(C3CCC(NC3=O)=O)C4=O)=O)C4=CC=C2)=O)=O)C=C1)C5=CC=C([N+]([O-])=O)O5,14.889,25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
O=C(COCC(NCCOCCOCCNC1=C(C(N(C2CCC(NC2=O)=O)C3=O)=O)C3=CC=C1)=O)NC4=CC=C(NC(C5=CC=C([N+]([O-])=O)O5)=O)C=C4,13.159,25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
O=C(/C=C/C(NCCNC1=C(C(N(C2CCC(NC2=O)=O)C3=O)=O)C3=CC=C1)=O)NC4=CC=C(NC(C5=CC=C([N+]([O-])=O)O5)=O)C=C4,13.309,25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
O=C(/C=C/C(NCCCNC1=C(C(N(C2CCC(NC2=O)=O)C3=O)=O)C3=CC=C1)=O)NC4=CC=C(NC(C5=CC=C([N+]([O-])=O)O5)=O)C=C4,13.824,25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
O=C(/C=C/C(NCCCCNC1=C(C(N(C2CCC(NC2=O)=O)C3=O)=O)C3=CC=C1)=O)NC4=CC=C(NC(C5=CC=C([N+]([O-])=O)O5)=O)C=C4,14.202,25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
O=C(/C=C/C(NCCCCCNC1=C(C(N(C2CCC(NC2=O)=O)C3=O)=O)C3=CC=C1)=O)NC4=CC=C(NC(C5=CC=C([N+]([O-])=O)O5)=O)C=C4,14.774,25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
O=C(/C=C/C(NCCCCCCNC1=C(C(N(C2CCC(NC2=O)=O)C3=O)=O)C3=CC=C1)=O)NC4=CC=C(NC(C5=CC=C([N+]([O-])=O)O5)=O)C=C4,15.442,25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
O=C(/C=C/C(NCCCCCCNC1=C(C(N(C2CCC(N(C)C2=O)=O)C3=O)=O)C3=CC=C1)=O)NC4=CC=C(NC(C5=CC=C([N+]([O-])=O)O5)=O)C=C4,11.045,25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
O=C(/C=C/C(NCCOCCOCCNC1=C(C(N(C2CCC(NC2=O)=O)C3=O)=O)C3=CC=C1)=O)NC4=CC=C(NC(C5=CC=C([N+]([O-])=O)O5)=O)C=C4,13.68,25,1,5,4.6,150,100,0,0,0,15.3,100,0,0,0,35,95,16
O=C(C(CC1)N2C(C3=CC4=C(CN(C5CCN(C(C=C6)=CC=C6[C@@H]7C(C=CC(O)=C8)=C8CC[C@@H]7C9=CC=CC=C9)CC5)C4)C=C3C2=O)=O)NC1=O,1.73,25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
O=C(C(CC1)N2C(C3=CC4=C(CN(CC5CCN(C(C=C6)=CC=C6[C@@H]7C(C=CC(O)=C8)=C8CC[C@@H]7C9=CC=CC=C9)CC5)C4)C=C3C2=O)=O)NC1=O,1.74,25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
O=C(C(CC1)N2C(C3=CC4=C(CN(CCC5CCN(C(C=C6)=CC=C6[C@@H]7C(C=CC(O)=C8)=C8CC[C@@H]7C9=CC=CC=C9)CC5)C4)C=C3C2=O)=O)NC1=O,1.56,25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
O=C(C(CC1)N2C(C3=CC4=C(CN(CCCC5CCN(C(C=C6)=CC=C6[C@@H]7C(C=CC(O)=C8)=C8CC[C@@H]7C9=CC=CC=C9)CC5)C4)C=C3C2=O)=O)NC1=O,1.56,25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
O=C(C(CC1)N2C(C3=CC4=C(CN(CCCCC5CCN(C(C=C6)=CC=C6[C@@H]7C(C=CC(O)=C8)=C8CC[C@@H]7C9=CC=CC=C9)CC5)C4)C=C3C2=O)=O)NC1=O,1.54,25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
O=C(C(CC1)N2C(C3=CC4=C(CN(CCCCCC5CCN(C(C=C6)=CC=C6[C@@H]7C(C=CC(O)=C8)=C8CC[C@@H]7C9=CC=CC=C9)CC5)C4)C=C3C2=O)=O)NC1=O,1.62,25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
O=C(C(CC1)N2C(C3=CC4=C(CN(CCCCCCC5CCN(C(C=C6)=CC=C6[C@@H]7C(C=CC(O)=C8)=C8CC[C@@H]7C9=CC=CC=C9)CC5)C4)C=C3C2=O)=O)NC1=O,1.69,25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
O=C(C(CC1)N2C(C3=CC4=C(CN(C(C5)CN5CC6CCN(C(C=C7)=CC=C7[C@@H]8C(C=CC(O)=C9)=C9CC[C@@H]8C%10=CC=CC=C%10)CC6)C4)C=C3C2=O)=O)NC1=O,1.68,25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
O=C(C(CC1)N2C(C3=CC4=C(CN(CC(C5)CN5CC6CCN(C(C=C7)=CC=C7[C@@H]8C(C=CC(O)=C9)=C9CC[C@@H]8C%10=CC=CC=C%10)CC6)C4)C=C3C2=O)=O)NC1=O,1.5,25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
O=C(C(CC1)N2C(C3=CC4=C(CN(C5CCN(CC5)CC6CCN(C(C=C7)=CC=C7[C@@H]8C(C=CC(O)=C9)=C9CC[C@@H]8C%10=CC=CC=C%10)CC6)C4)C=C3C2=O)=O)NC1=O,2.69,25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
OC1=CC=C2C(CC[C@H](C3=CC=CC=C3)[C@@H]2C4=CC=C(N5CCC(CN6CCC(CN(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)CC6)CC5)C=C4)=C1,1.49,25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
OC1=CC=C2C(CC[C@H](C3=CC=CC=C3)[C@@H]2C4=CC=C(N5CC(CN6CCC(N(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)CC6)C5)C=C4)=C1,1.72,25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
OC1=CC=C2C(CC[C@H](C3=CC=CC=C3)[C@@H]2C4=CC=C(N5CC(CN6CCC(CN(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)CC6)C5)C=C4)=C1,1.55,25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
O=C(C(CC1)N2C(C3=CC4=C(CN(CC(C5)CN5C(C6CCN(C(C=C7)=CC=C7[C@@H]8C(C=CC(O)=C9)=C9CC[C@@H]8C%10=CC=CC=C%10)CC6)=O)C4)C=C3C2=O)=O)NC1=O,1.44,25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
O=C(C(CC1)N2C(C3=CC4=C(CN(C5CCN(CC5)C(C6CCN(C(C=C7)=CC=C7[C@@H]8C(C=CC(O)=C9)=C9CC[C@@H]8C%10=CC=CC=C%10)CC6)=O)C4)C=C3C2=O)=O)NC1=O,1.5,25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
OC1=CC=C2C(CC[C@H](C3=CC=CC=C3)[C@@H]2C4=CC=C(N5CCC(C(N6CCC(CN(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)CC6)=O)CC5)C=C4)=C1,1.51,25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
OC1=CC=C2C(CC[C@H](C3=CC=CC=C3)[C@@H]2C4=CC=C(N5CCC(CN6CCC(C(N(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)=O)CC6)CC5)C=C4)=C1,1.59,25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
OC1=CC=C2C(CC[C@H](C3=CC=CC=C3)[C@@H]2C4=CC=C(N5CC(C(N6CCC(CN(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)CC6)=O)C5)C=C4)=C1,1.82,25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
OC1=CC=C2C(CC[C@H](C3=CC=CC=C3)[C@@H]2C4=CC=C(N5CC(CN6CCC(C(N(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)=O)CC6)C5)C=C4)=C1,1.77,25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
OC1=CC=C2C(CC[C@H](C3=CC=CC=C3)[C@@H]2C4=CC=C(N5CC6(CN(C(CN(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)=O)C6)C5)C=C4)=C1,1.8,25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
OC1=CC=C2C(CC[C@H](C3=CC=CC=C3)[C@@H]2C4=CC=C(N5CC(CN6C(CN(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)=O)(CC6)C5)C=C4)=C1,1.82,25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
OC1=CC=C2C(CC[C@H](C3=CC=CC=C3)[C@@H]2C4=CC=C(N(CC5)CC65CN(C(CN(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)=O)C6)C=C4)=C1,1.88,25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
OC1=CC=C2C(CC[C@H](C3=CC=CC=C3)[C@@H]2C4=CC=C(N5CC(CCN6C(CN(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)=O)(CC6)C5)C=C4)=C1,1.85,25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
OC1=CC=C2C(CC[C@H](C3=CC=CC=C3)[C@@H]2C4=CC=C(N5CCC6(CN(C(CN(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)=O)C6)CC5)C=C4)=C1,2.56,25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
OC1=CC=C2C(CC[C@H](C3=CC=CC=C3)[C@@H]2C4=CC=C(N5CC(CCN6C(CN(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)=O)(CC6)CC5)C=C4)=C1,1.95,25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
OC1=CC=C2C(CC[C@H](C3=CC=CC=C3)[C@@H]2C4=CC=C(N5CCC(CN6C(CN(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)=O)(CC6)CC5)C=C4)=C1,1.58,25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
OC1=CC=C2C(CC[C@H](C3=CC=CC=C3)[C@@H]2C4=CC=C(N(CC5)CCC5(CC6)CCN6C(CN(C7)CC8=C7C=C(C(N(C9CCC(NC9=O)=O)C%10=O)=O)C%10=C8)=O)C=C4)=C1,2.49,25,1,1.7,2.1,50,99.9,0,0.1,0,-4.3,99.9,0,0.1,0,10,100,5
