RT(min),RT_Pred,,,,,,,,,,
Y,seed1,seed2,seed4,seed8,seed16,seed32,seed64,seed128,seed258,seed512,average
13.83,14.507495,13.4408455,13.056136,13.49893,14.619451,13.634632,13.016767,14.431089,13.772123,13.363478,13.73409465
13.58,15.213931,14.335041,14.073623,14.2758465,14.633718,14.019062,13.937009,14.891813,14.374693,13.86064,14.36153765
2.825,3.9258912,3.114033,2.6647787,3.5219398,5.104054,3.492787,2.2316406,3.269194,3.8836153,2.196295,3.34042286
2.899,3.8908417,3.1367686,2.7493124,3.6921058,4.9735303,3.3468518,2.1750152,3.1991866,3.966421,2.191992,3.33220254
2.834,4.1585264,3.419453,3.0759726,3.9817176,5.126942,3.621266,2.521527,3.3885787,4.1784797,2.4263823,3.58988453
2.86,4.2832365,3.548237,3.2548666,4.1554236,5.2338758,3.857472,2.6438491,3.5301192,4.167516,2.5950072,3.7269603
2.895,4.4257383,3.6899607,3.441207,4.3168006,5.3666883,4.1092725,2.782643,3.6971724,4.1718497,2.778601,3.87799335
2.587,4.2610044,3.7776988,2.9288168,4.119657,5.2110486,3.4482312,2.4769638,3.654875,3.7736757,2.6794798,3.63314511
1.78,2.6230576,2.5843089,0.65980434,1.3864417,1.6796156,1.4012036,3.7494476,2.6697981,3.650396,3.508917,2.391299044
1.78,2.6929352,2.4638178,0.4261618,1.3044562,1.3711287,1.0409284,3.77509,2.7089064,3.6933305,3.7087004,2.31854554
1.74,2.673343,2.703663,0.6763754,1.4904456,1.9681288,1.7158399,3.7047622,2.6183455,3.647207,3.4861128,2.46842232
1.85,2.0899994,2.4628336,0.16599943,0.75509405,0.17818125,0.6429638,3.5488174,1.960478,3.4580896,2.7314055,1.799386203
1.84,2.1439698,2.561848,0.19377042,0.8642249,0.4515577,1.039082,3.499707,1.9107343,3.4432504,2.6562636,1.876440812
1.83,2.1964753,2.6468089,0.24140836,0.97576666,0.80769783,0.9778637,3.4492538,1.8309613,3.47941,2.6227782,1.922842405
1.44,4.954211,4.8426704,3.1967,3.4870276,4.4187512,4.844319,5.3303347,5.54611,4.529325,5.35021,4.64996589
1.59,4.9289274,4.7816963,3.1089926,3.5177588,4.767201,4.826039,5.403264,5.620146,4.767179,5.348913,4.70701171
1.57,4.9646025,4.8718452,3.1764975,3.4502845,4.291188,4.897389,5.250844,5.4388714,4.3112617,5.335287,4.59880708
1.64,4.5850554,4.543934,2.609847,3.0401893,3.3083386,4.0361524,5.0509844,4.874113,4.407907,4.312643,4.07691641
1.64,4.61806,4.586628,2.6230917,3.0141883,3.1777844,4.1096997,4.970128,4.795439,4.0720115,4.317129,4.02841596
1.62,4.639285,4.566883,2.6884604,3.0490394,3.097157,4.228535,4.9203997,4.68112,3.831434,4.2999935,4.0002307
1.26,4.9051085,5.245472,3.3683615,3.7243629,4.7293897,4.893727,4.922452,4.94528,4.34823,5.4221096,4.65044932
1.27,4.9008207,5.200123,3.3039694,3.647245,5.153279,4.9413342,4.982877,5.0625286,4.300985,5.404646,4.68978079
1.27,4.921878,5.315571,3.4496298,3.6854224,4.356068,4.883015,4.8554583,4.874235,4.155435,5.4338436,4.59305561
1.34,4.5345335,4.965351,2.8556051,3.2908912,3.6552625,4.178639,4.661832,4.293089,4.1764274,4.4148006,4.10264313
1.33,4.5347013,5.014332,2.9311972,3.2691321,3.247395,4.1765637,4.5852556,4.1955853,4.1030173,4.410681,4.04678605
1.33,4.563922,5.064045,2.984786,3.2518592,3.133656,4.2257886,4.514127,4.116972,3.7698724,4.4128323,4.00378605
7.99,9.197291,8.5367775,9.509231,9.803556,9.9574175,10.232807,8.947392,9.747038,10.040457,8.566542,9.4538509
4.98,7.9936247,7.289112,8.347823,8.964933,8.953023,9.240162,7.402486,8.524595,8.671942,7.623083,8.30107837
6.12,8.442401,7.5913277,8.617019,9.1612835,9.5071,9.819508,7.9802904,8.778532,9.3600445,8.402136,8.76596421
0.87,4.340678,4.471073,5.1656027,5.571531,5.1202283,4.2079663,4.381673,3.6231673,3.506746,3.0170043,4.34056699
1.18,5.3353453,5.703144,6.4141684,7.013517,6.3153577,5.8929944,5.5946703,5.0262737,4.882131,4.303999,5.64816008
