CC2,RT(min),RT_Pred,,,,,,,,,,
Name,Y,seed1,seed2,seed4,seed8,seed16,seed32,seed64,seed128,seed258,seed512,average
Yhhu-8047,7.08,5.805807,5.7128363,5.916039,5.858454,5.479777,5.4079676,5.1047497,5.040938,5.7819514,5.309701,5.5418221
Yhhu-8013,7.13,5.959229,5.9679017,6.1273494,6.035774,5.574797,5.7761326,5.167817,5.2161837,5.9514856,5.3725915,5.71492615
Yhhu-9599,8.59,6.022682,6.089574,6.2602096,6.2897587,6.0561743,6.104154,5.8292913,5.8606606,5.7877345,5.692814,5.9993053
E7,6.64,4.9908924,4.887633,5.146498,4.9885345,4.8275146,5.0534534,4.8697553,4.7782235,5.070599,4.6929264,4.93060301
Yhhu-8855,7.42,5.422424,5.3482504,5.5551357,5.266341,5.2789593,5.47056,4.992206,5.0171494,5.5671268,5.0142965,5.29324491
Yhhu-9703,6.55,5.2467723,5.1894145,5.1972914,5.090379,5.038999,5.0389433,4.808193,4.874232,5.0861998,4.8507276,5.04211519
