smiles,rt_min
FC(C=C1)=C(Cl)C=C1NC2=C(C=C(OCCCN3CCN(C(CCCCCC(N[C@@H](C(C)(C)C)C(N4[C@H](C(NCC5=CC=C(C6=C(C)N=CS6)C=C5)=O)C[C@@H](O)C4)=O)=O)=O)CC3)C(OC)=C7)C7=NC=N2,3.81
FC(C=C1)=C(Cl)C=C1NC2=C(C=C(OCCCN3CCN(C(CCCCCCCCCC(N[C@@H](C(C)(C)C)C(N4[C@H](C(NCC5=CC=C(C6=C(C)N=CS6)C=C5)=O)C[C@@H](O)C4)=O)=O)=O)CC3)C(OC)=C7)C7=NC=N2,4
FC(C=C1)=C(Cl)C=C1NC2=C(C=C(OCCCN3CCN(CCC(NCCOCCNC4=C(C(N(C5C(NC(CC5)=O)=O)C6=O)=O)C6=CC=C4)=O)CC3)C(OC)=C7)C7=NC=N2,3.68
FC(C=C1)=C(Cl)C=C1NC2=C(C=C(OCCCN3CCN(CCC(NCCOCCOCCOCCOCCOCCNC4=C(C(N(C5C(NC(CC5)=O)=O)C6=O)=O)C6=CC=C4)=O)CC3)C(OC)=C7)C7=NC=N2,3.77
FC(C=C1)=C(Cl)C=C1NC2=C(C=C(OCCCN3CCN(CCC(NCCCCCCNC4=C(C(N(C5C(NC(CC5)=O)=O)C6=O)=O)C6=CC=C4)=O)CC3)C(OC)=C7)C7=NC=N2,3.84
FC(C=C1)=C(Cl)C=C1NC2=C(C=C(OCCCN3CCN(CCC(NCCCCCCCCOC4=C(C(N(C5CCC(NC5=O)=O)C6=O)=O)C6=CC=C4)=O)CC3)C(OC)=C7)C7=NC=N2,4.22
FC(C=C1)=C(Cl)C=C1NC2=C(C=C(OCCCN3CCN(C(CCCCCCCCCC(N[C@@H](C(C)(C)C)C(N4[C@@H](C(NCC5=CC=C(C6=C(C)N=CS6)C=C5)=O)C[C@H](O)C4)=O)=O)=O)CC3)C(OC)=C7)C7=NC=N2,4.14
FC(C=C1)=C(Cl)C=C1NC2=C(C=C(OCCCN3CCN(CCC(NCCCCCCCCOC4=C(C(N(C5CCC(N(C)C5=O)=O)C6=O)=O)C6=CC=C4)=O)CC3)C(OC)=C7)C7=NC=N2,4.32
O=C([O-])C1=CC=C(C(NCCOCCOCCOCCN2N=NC(CNC(C3=CC=CC(NC4=C(N[C@@H](C5=CC=C(C)O5)C(C)(C)C)C(C4=O)=O)=C3O)=O)=C2)=O)C=C1C6=C7C=C/C(C=C7OC8=C6C=CC(N(C)C)=C8)=[N+](C)/C,17.33
O=C([O-])C1=CC=C(C(NCCOCCOCCN2N=NC(CNC(C3=CC=CC(NC4=C(N[C@@H](C5=CC=C(C)O5)C(C)(C)C)C(C4=O)=O)=C3O)=O)=C2)=O)C=C1C6=C7C=C/C(C=C7OC8=C6C=CC(N(C)C)=C8)=[N+](C)/C,16.74
O=C([O-])C1=CC(C(NCCCN2N=NC(CNC(C3=CC=CC(NC4=C(N[C@@H](C5=CC=C(C)O5)C(C)(C)C)C(C4=O)=O)=C3O)=O)=C2)=O)=CC=C1C6=C7C=C/C(C=C7OC8=C6C=CC(N(C)C)=C8)=[N+](C)/C,17.03
O=C([C@H]1N(C([C@@H](NC(CCCCNC(CC2=C(C)N(C(C3=CC=C(Cl)C=C3)=O)C4=C2C=C(OC)C=C4)=O)=O)C(C)(C)C)=O)C[C@H](O)C1)N[C@H](C5=CC=C(C6=C(C)N=CS6)C=C5)C,5.643
O=C([C@H]1N(C([C@@H](NC(CCCCCCNC(CC2=C(C)N(C(C3=CC=C(Cl)C=C3)=O)C4=C2C=C(OC)C=C4)=O)=O)C(C)(C)C)=O)C[C@H](O)C1)N[C@H](C5=CC=C(C6=C(C)N=CS6)C=C5)C,5.825
O=C([C@H]1N(C([C@H](C(C)(C)C)NC(COCCOCCNC(CC2=C(C)N(C(C3=CC=C(Cl)C=C3)=O)C4=C2C=C(OC)C=C4)=O)=O)=O)C[C@H](O)C1)N[C@H](C5=CC=C(C6=C(C)N=CS6)C=C5)C,5.971
O=C([C@H]1N(C([C@@H](NC(CCC(N2CCN(CCNC(CC3=C(C)N(C(C4=CC=C(Cl)C=C4)=O)C5=C3C=C(OC)C=C5)=O)CC2)=O)=O)C(C)(C)C)=O)C[C@H](O)C1)N[C@H](C6=CC=C(C7=C(C)N=CS7)C=C6)C,4.834
O=C(N1[C@H](C(OC)=O)C[C@H](NC(COCCOCCOCCOCCOC2=C(S(=O)(C(C)(C)C)=O)C=C3C(NC4=CC=C(SC=N5)C5=C4)=CC=NC3=C2)=O)C1)OC(C)(C)C,0.79
O=C([C@H]1NC[C@@H](NC(COCCOCCOCCOCCOC2=C(S(=O)(C(C)(C)C)=O)C=C3C(NC4=CC=C(SC=N5)C5=C4)=CC=NC3=C2)=O)C1)OC,0.49
O=C([C@H]1N(C([C@@H](NC([C@@H](N(C(OC(C)(C)C)=O)C)C)=O)C(C)(C)C)=O)C[C@@H](NC(COCCOCCOCCOCCOC2=C(S(=O)(C(C)(C)C)=O)C=C3C(NC4=CC=C(SC=N5)C5=C4)=CC=NC3=C2)=O)C1)OC,0.87
O=C([C@H]1N(C([C@@H](NC([C@@H](N(C(OC(C)(C)C)=O)C)C)=O)C(C)(C)C)=O)C[C@@H](NC(COCCOCCOCCOCCOC2=C(S(=O)(C(C)(C)C)=O)C=C3C(NC4=CC=C(SC=N5)C5=C4)=CC=NC3=C2)=O)C1)O,0.93
O=C(O[C@@](C)(C(C)(C)C)C(N[C@@H](C(C)(C)C)C(N1[C@H](C(N[C@@H](C2=CC=CC=C2)CC)=O)C[C@H](NC(COCCOCCOCCOCCOC3=C(S(=O)(C(C)(C)C)=O)C=C4C(NC5=CC=C(SC=N6)C6=C5)=CC=NC4=C3)=O)C1)=O)=O)NC,1.34
O=C([C@H]1N(C([C@@H](NC([C@@H](NC)C)=O)C(C)(C)C)=O)C[C@@H](NC(COCCOCCOCCOCCOC2=C(S(=O)(C(C)(C)C)=O)C=C3C(NC4=CC=C(SC=N5)C5=C4)=CC=NC3=C2)=O)C1)N[C@@H](C6=CC=CC=C6)CC,1.18
CN[C@@H](C)C(=O)N[C@@H](C1CCN(CC1)C(=O)COCCOCCOCCOCCOc1cc2nccc(Nc3ccc4scnc4c3)c2cc1S(=O)(=O)C(C)(C)C)C(=O)N1CCC[C@H]1c1nc(cs1)C(=O)c1ccc(F)cc1,1.08
CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(OCCOCCOCCOCCOc3cc4ncnc(Nc5n[nH]c(C)c5C)c4cc3S(=O)(=O)C(C)(C)C)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc12)C(C)(C)C,1.18
CN[C@@H](C)C(=O)N[C@@H](C1CCN(CC1)C(=O)COCCOCCOCCOCCOc1cc2ncnc(Nc3n[nH]c(C)c3C)c2cc1S(=O)(=O)C(C)(C)C)C(=O)N1CCC[C@H]1c1nc(cs1)C(=O)c1ccc(F)cc1,1
CN[C@@H](C)C(=O)N[C@@H](C1CCN(CC1)C(=O)c1cnc(nc1)N1CCC(COc2cc3ncnc(Nc4n[nH]c(C)c4C)c3cc2S(=O)(=O)C(C)(C)C)CC1)C(=O)N1CCC[C@H]1c1nc(cs1)C(=O)c1ccc(F)cc1,1.08
CN[C@@H](C)C(=O)N[C@@H](C1CCN(CC1)C(=O)c1cnc(nc1)N1CCC(CCOc2cc3ncnc(Nc4n[nH]c(C)c4C)c3cc2S(=O)(=O)C(C)(C)C)CC1)C(=O)N1CCC[C@H]1c1nc(cs1)C(=O)c1ccc(F)cc1,1.11
CN[C@@H](C)C(=O)N[C@@H](C1CCN(CC1)C(=O)c1cnc(nc1)N1CCC(CCCOc2cc3ncnc(Nc4n[nH]c(C)c4C)c3cc2S(=O)(=O)C(C)(C)C)CC1)C(=O)N1CCC[C@H]1c1nc(cs1)C(=O)c1ccc(F)cc1,1.14
CN[C@@H](C)C(=O)N[C@@H](C1CCN(CC1)C(=O)c1cnc(nc1)N1CCN(CCOc2cc3ncnc(Nc4n[nH]c(C)c4C)c3cc2S(=O)(=O)C(C)(C)C)CC1)C(=O)N1CCC[C@H]1c1nc(cs1)C(=O)c1ccc(F)cc1,1.02
CN[C@@H](C)C(=O)N[C@@H](C1CCN(CC1)C(=O)c1cnc(nc1)N1CCN(CCCOc2cc3ncnc(Nc4n[nH]c(C)c4C)c3cc2S(=O)(=O)C(C)(C)C)CC1)C(=O)N1CCC[C@H]1c1nc(cs1)C(=O)c1ccc(F)cc1,1.02
CN[C@@H](C)C(=O)N[C@@H](C1CCN(CC1)C(=O)c1ccc(cc1)N1CCN(CCCOc2cc3ncnc(Nc4n[nH]c(C)c4C)c3cc2S(=O)(=O)C(C)(C)C)CC1)C(=O)N1CCC[C@H]1c1nc(cs1)C(=O)c1ccc(F)cc1,0.57
CN[C@@H](C)C(=O)N[C@@H](C1CCN(CC1)C(=O)c1ccc(nc1)N1CCN(CCOc2cc3ncnc(Nc4n[nH]c(C)c4C)c3cc2S(=O)(=O)C(C)(C)C)CC1)C(=O)N1CCC[C@H]1c1nc(cs1)C(=O)c1ccc(F)cc1,1.02
CN[C@@H](C)C(=O)N[C@@H](C1CCN(CC1)C(=O)c1ccc(nc1)N1CCN(CCCOc2cc3ncnc(Nc4n[nH]c(C)c4C)c3cc2S(=O)(=O)C(C)(C)C)CC1)C(=O)N1CCC[C@H]1c1nc(cs1)C(=O)c1ccc(F)cc1,1.03
CN[C@@H](C)C(=O)N[C@@H](C1CCN(CC1)C(=O)c1cnc(cn1)N1CCN(CCOc2cc3ncnc(Nc4n[nH]c(C)c4C)c3cc2S(=O)(=O)C(C)(C)C)CC1)C(=O)N1CCC[C@H]1c1nc(cs1)C(=O)c1ccc(F)cc1,1.01
CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@H](C[C@H]1C(=O)N[C@@H]1CCCc2ccccc12)NC(=O)c1cnc(cn1)N1CCN(CCCOc2cc3ncnc(Nc4n[nH]c(C)c4C)c3cc2S(=O)(=O)C(C)(C)C)CC1)C(C)(C)C,1.11
CN[C@@H](C)C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)N[C@@H]1CCCc2ccccc12)C(=O)c1cnc(cn1)N1CCN(CCCOc2cc3ncnc(Nc4n[nH]c(C)c4C)c3cc2S(=O)(=O)C(C)(C)C)CC1,1
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3c2cc(Cc2ccc(F)cc2)c(=O)n3C)[C@@H](CN2CCN(C[C@H]2C)c2ncc(cn2)C(=O)N2CCN(CCCOc3cc4ncnc(Nc5[nH]nc(C)c5C)c4cc3S(=O)(=O)C(C)(C)C)CC2)CN1,1.04
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(Cc4ccc(F)cc4)cc23)[C@@H](CN2CCN(C[C@H]2C)c2ncc(cn2)C(=O)N2CCN(CCCOc3cc4ncnc(Nc5[nH]nc(C)c5C)c4cc3S(=O)(=O)C(C)(C)C)CC2)CN1,1.15
O=C(NCCCCCCC(NO)=O)C1=CC=C(NC(COCCNC(COC2=CC=CC(C(N3C4CCC(NC4=O)=O)=O)=C2C3=O)=O)=O)C=C1,13.56
O=C(NCCCCCCC(NO)=O)C1=CC=C(NC(CCOCCOCCOCCNC(COC2=CC=CC(C(N3C4CCC(NC4=O)=O)=O)=C2C3=O)=O)=O)C=C1,13.8
O=C(NCCCCCCC(NO)=O)C1=CC=C(NC(CCOCCOCCOCCOCCNC(COC2=CC=CC(C(N3C4CCC(NC4=O)=O)=O)=C2C3=O)=O)=O)C=C1,13.91
O=C(NCCCCCCC(NO)=O)C1=CC=C(NC(CCOCCOCCOCCOCCNC(CNC2=CC=CC(C(N3C4CCC(NC4=O)=O)=O)=C2C3=O)=O)=O)C=C1,13.99
O=C(NCCCCCCC(NO)=O)C1=CC=C(NC(CCCCCCCNC(COC2=CC=CC(C(N3C4CCC(NC4=O)=O)=O)=C2C3=O)=O)=O)C=C1,14.98
O=C(NCCCCCCC(NO)=O)C1=CC=C(NC(COCCOCCNC([C@H](CCCCNC(C2=CC=C(C3(C(C=CC(O)=C4)=C4OC5=C3C=CC(O)=C5)OC6=O)C6=C2)=O)NC(COCCOCCNC(COC7=CC=CC(C(N8C9CCC(NC9=O)=O)=O)=C7C8=O)=O)=O)=O)=O)C=C1,14.84
CC1=NC2=C(N1CC3=C(F)C=C(C(NO)=O)C=C3)C=CC(NC(CCOCCOCCOCCNC(COC4=CC=CC(C(N5C6CCC(NC6=O)=O)=O)=C4C5=O)=O)=O)=C2,13.07
O=C(NC1=CC2=C(N(CC3=C(F)C=C(C(NO)=O)C=C3)C(C)=N2)C=C1)CCOCCOCCOCCOCCNC(COC4=CC=CC(C(N5C6CCC(NC6=O)=O)=O)=C4C5=O)=O,13.18
O=C(NC1=CC2=C(N(CC3=C(F)C=C(C(NO)=O)C=C3)C(C)=N2)C=C1)CCOCCOCCOCCOCCNC(CNC4=CC=CC(C(N5C6CCC(NC6=O)=O)=O)=C4C5=O)=O,13.22
O=C(NC1=CC2=C(N(CC3=C(F)C=C(C(NO)=O)C=C3)C(C)=N2)C=C1)CCCCCCCNC(COC4=CC=CC(C(N5C6CCC(NC6=O)=O)=O)=C4C5=O)=O,14.01
ClC1=CC(N2CCN(CCCCCC(N[C@@H](C(C)(C)C)C(N3C[C@H](O)C[C@H]3C(N[C@@H](C)C4=CC=C(C5=C(C)N=CS5)C=C4)=O)=O)=O)CC2)=C6C(N(CC7=CC(C)=C(F)C(C)=C7)C(N8CC9(CNC9)C8)=N6)=C1,10.993
ClC1=CC(N2CCN(CCCCCCC(N[C@@H](C(C)(C)C)C(N3C[C@H](O)C[C@H]3C(N[C@@H](C)C4=CC=C(C5=C(C)N=CS5)C=C4)=O)=O)=O)CC2)=C6C(N(CC7=CC(C)=C(F)C(C)=C7)C(N8CC9(CNC9)C8)=N6)=C1,11.012
O=C(CCCCCCCN1CCN(C2=C3N=C(N(C3=CC(Cl)=C2)CC(C=C4C)=CC(C)=C4F)N5CC6(C5)CNC6)CC1)N[C@H](C(N(C7)[C@H](C(N[C@H](C8=CC=C(C=C8)C9=C(N=CS9)C)C)=O)C[C@H]7O)=O)C(C)(C)C,11.211
O=C(CCCCCCCCN1CCN(C2=C3N=C(N(C3=CC(Cl)=C2)CC(C=C4C)=CC(C)=C4F)N5CC6(C5)CNC6)CC1)N[C@H](C(N(C7)[C@H](C(N[C@H](C8=CC=C(C=C8)C9=C(N=CS9)C)C)=O)C[C@H]7O)=O)C(C)(C)C,11.354
O=C(CCCCCCCCCN1CCN(C2=C3N=C(N(C3=CC(Cl)=C2)CC(C=C4C)=CC(C)=C4F)N5CC6(C5)CNC6)CC1)N[C@H](C(N(C7)[C@H](C(N[C@H](C8=CC=C(C=C8)C9=C(N=CS9)C)C)=O)C[C@H]7O)=O)C(C)(C)C,11.564
ClC1=CC(N2CCN(CCCCCCCCCCC(N[C@@H](C(C)(C)C)C(N3C[C@H](O)C[C@H]3C(N[C@@H](C)C4=CC=C(C5=C(C)N=CS5)C=C4)=O)=O)=O)CC2)=C6C(N(CC7=CC(C)=C(F)C(C)=C7)C(N8CC9(CNC9)C8)=N6)=C1,11.709
ClC1=CC(N2CCN(CCCCCCCCCCCC(N[C@@H](C(C)(C)C)C(N3C[C@H](O)C[C@H]3C(N[C@@H](C)C4=CC=C(C5=C(C)N=CS5)C=C4)=O)=O)=O)CC2)=C6C(N(CC7=CC(C)=C(F)C(C)=C7)C(N8CC9(CNC9)C8)=N6)=C1,11.983
O=C(COCCOCCN1CCN(C2=C3N=C(N(C3=CC(Cl)=C2)CC(C=C4C)=CC(C)=C4F)N5CC6(C5)CNC6)CC1)N[C@H](C(N(C7)[C@H](C(N[C@H](C8=CC=C(C=C8)C9=C(N=CS9)C)C)=O)C[C@H]7O)=O)C(C)(C)C,10.837
O=C(CCOCCOCCN1CCN(C2=C3N=C(N(C3=CC(Cl)=C2)CC(C=C4C)=CC(C)=C4F)N5CC6(C5)CNC6)CC1)N[C@H](C(N(C7)[C@H](C(N[C@H](C8=CC=C(C=C8)C9=C(N=CS9)C)C)=O)C[C@H]7O)=O)C(C)(C)C,10.829
ClC1=CC(N2CCN(CCOCCOCCOCCC(N[C@@H](C(C)(C)C)C(N3C[C@H](O)C[C@H]3C(N[C@@H](C)C4=CC=C(C5=C(C)N=CS5)C=C4)=O)=O)=O)CC2)=C6C(N(CC7=CC(C)=C(F)C(C)=C7)C(N8CC9(CNC9)C8)=N6)=C1,10.902
ClC1=CC(N2CCN(CCC(NCCCC(N[C@@H](C(C)(C)C)C(N3C[C@H](O)C[C@H]3C(N[C@@H](C)C4=CC=C(C5=C(C)N=CS5)C=C4)=O)=O)=O)=O)CC2)=C6C(N(CC7=CC(C)=C(F)C(C)=C7)C(N8CC9(CNC9)C8)=N6)=C1,10.834
ClC1=CC(N2CCN(CCCC(NCCCC(N[C@@H](C(C)(C)C)C(N3C[C@H](O)C[C@H]3C(N[C@@H](C)C4=CC=C(C5=C(C)N=CS5)C=C4)=O)=O)=O)=O)CC2)=C6C(N(CC7=CC(C)=C(F)C(C)=C7)C(N8CC9(CNC9)C8)=N6)=C1,10.812
ClC1=CC(N2CCN(CCCCC(NCCCC(N[C@@H](C(C)(C)C)C(N3C[C@H](O)C[C@H]3C(N[C@@H](C)C4=CC=C(C5=C(C)N=CS5)C=C4)=O)=O)=O)=O)CC2)=C6C(N(CC7=CC(C)=C(F)C(C)=C7)C(N8CC9(CNC9)C8)=N6)=C1,10.741
O=C(CN(CC1)CCC1CN2CCN(C3=C4N=C(N(C4=CC(Cl)=C3)CC(C=C5C)=CC(C)=C5F)N6CC7(C6)CNC7)CC2)N[C@H](C(N(C8)[C@H](C(N[C@H](C9=CC=C(C=C9)C%10=C(N=CS%10)C)C)=O)C[C@H]8O)=O)C(C)(C)C,10.294
O=C(CCN(CC1)CCC1CN2CCN(C3=C4N=C(N(C4=CC(Cl)=C3)CC(C=C5C)=CC(C)=C5F)N6CC7(C6)CNC7)CC2)N[C@H](C(N(C8)[C@H](C(N[C@H](C9=CC=C(C=C9)C%10=C(N=CS%10)C)C)=O)C[C@H]8O)=O)C(C)(C)C,10.408
O=C(CCCN(CC1)CCC1CN2CCN(C3=C4N=C(N(C4=CC(Cl)=C3)CC(C=C5C)=CC(C)=C5F)N6CC7(C6)CNC7)CC2)N[C@H](C(N(C8)[C@H](C(N[C@H](C9=CC=C(C=C9)C%10=C(N=CS%10)C)C)=O)C[C@H]8O)=O)C(C)(C)C,10.353
O=C(CCCCCCCCN1CCN(C2=C3N=C(N(C3=CC(Cl)=C2)CC(C=C4C)=CC(C)=C4F)N5CC6(C5)CNC6)CC1)N[C@H](C(N7[C@H](C(N[C@H](C8=CC=C(C=C8)C9=C(N=CS9)C)C)=O)C[C@H](O)C7)=O)C(C)(C)C,11.374
O=C([C@@H](NC(C1=CC=C(NCC2=NC3=C(N=C2)N=C(N)NC3=O)C=C1)=O)CCC(NCC4=CN(CCSSCCOC(N5C(C(N6C(C(C(N)=CC=C7)=C7C6=O)=O)CCC5=O)=O)=O)N=N4)=O)O,3.8
O=C([C@@H](NC(C1=CC=C(NCC2=NC3=C(N=C2)N=C(N)NC3=O)C=C1)=O)CCC(NCC4=CN(CCCCCCOC(N5C(C(N6C(C(C(N)=CC=C7)=C7C6=O)=O)CCC5=O)=O)=O)N=N4)=O)O,3.79
O=C([C@H](CCC(NCC1=CN(CCSSCCOC(N2C(C(N3C(C(C(NCCNC(CN4CCC(C5=C(C)C=C(NC(N=C6NC(C=CC=C7)=C7S(C(C)C)(=O)=O)=NC=C6Cl)C(OC(C)C)=C5)CC4)=O)=CC=C8)=C8C3=O)=O)CCC2=O)=O)=O)N=N1)=O)NC(C9=CC=C(NCC%10=NC%11=C(N=C%10)N=C(N)NC%11=O)C=C9)=O)O,4.42
O=C([C@H](CCC(NCC1=CN(CCCCCCOC(N2C(C(N3C(C(C(NCCNC(CN4CCC(C5=C(C)C=C(NC(N=C6NC(C=CC=C7)=C7S(C(C)C)(=O)=O)=NC=C6Cl)C(OC(C)C)=C5)CC4)=O)=CC=C8)=C8C3=O)=O)CCC2=O)=O)=O)N=N1)=O)NC(C9=CC=C(NCC%10=NC%11=C(N=C%10)N=C(N)NC%11=O)C=C9)=O)O,4.45
O=C(N1CCN(C(CCOCCOCCOCCOCCNC2=C(C(N(C3CCC(NC3=O)=O)C4=O)=O)C4=CC=C2)=O)CC1)C5CCN(C6=CC=C(NC(C7=CN=C(OC8=CC=CC=C8)N=C7)=O)C=C6)CC5,17.1
O=C(N1CCN(C(CCOCCOCCOCCNC2=C(C(N(C3CCC(NC3=O)=O)C4=O)=O)C4=CC=C2)=O)CC1)C5CCN(C6=CC=C(NC(C7=CN=C(OC8=CC=CC=C8)N=C7)=O)C=C6)CC5,13.3
O=C(N1CCN(C(CCOCCOCCNC2=C(C(N(C3CCC(NC3=O)=O)C4=O)=O)C4=CC=C2)=O)CC1)C5CCN(C6=CC=C(NC(C7=CN=C(OC8=CC=CC=C8)N=C7)=O)C=C6)CC5,16.8
O=C(N1CCN(C(CCOCCNC2=C(C(N(C3CCC(NC3=O)=O)C4=O)=O)C4=CC=C2)=O)CC1)C5CCN(C6=CC=C(NC(C7=CN=C(OC8=CC=CC=C8)N=C7)=O)C=C6)CC5,13
O=C(N1CCN(C2=C(C(N(C3CCC(NC3=O)=O)C4=O)=O)C4=CC=C2)CC1)C5CCN(C6=CC=C(NC(C7=CN=C(OC8=CC=CC=C8)N=C7)=O)C=C6)CC5,16.3
O=C(N1CCN(C2=C(C(N(C3CCC(N(C)C3=O)=O)C4=O)=O)C4=CC=C2)CC1)C5CCN(C6=CC=C(NC(C7=CN=C(OC8=CC=CC=C8)N=C7)=O)C=C6)CC5,13.9
O=C(C1=CN=C(OC2=CC=CC=C2)N=C1)NC(C=C3)=CC=C3N4CCN(C5=C(C(N(C6CCC(NC6=O)=O)C7=O)=O)C7=CC=C5)CC4,14
O=C(NCCNC1=C(C(N(C2CCC(NC2=O)=O)C3=O)=O)C3=CC=C1)C4CCN(C5=CC=C(NC(C6=CN=C(OC7=CC=CC=C7)N=C6)=O)C=C5)CC4,10.7
O=C(N1[C@H](C(NCC2=CC=C(C3=C(C)N=CS3)C=C2)=O)C[C@@H](O)C1)[C@H](C(C)(C)C)NC(CNC(C4CCN(C5=CC=C(NC(C6=CN=C(OC7=CC=CC=C7)N=C6)=O)C=C5)CC4)=O)=O,15.9
CC1=NC(N[C@H](C)C2=CC(N)=CC(C(F)(F)F)=C2)=C3C(C=C(OC)C(C4CCN(C(CCCCCC(N[C@@H](C(C)(C)C)C(N(C[C@H](O)C5)[C@@H]5C(N[C@@H](C)C6=CC=C(C7=C(C)N=CS7)C=C6)=O)=O)=O)=O)CC4)=C3)=N1,12.749
CC1=NC(N[C@H](C)C2=CC(N)=CC(C(F)(F)F)=C2)=C3C(C=C(OC)C(C4CCN(C(CCCC(N[C@@H](C(C)(C)C)C(N(C[C@H](O)C5)[C@@H]5C(N[C@@H](C)C6=CC=C(C7=C(C)N=CS7)C=C6)=O)=O)=O)=O)CC4)=C3)=N1,12.559
CC1=NC(N[C@H](C)C2=CC(N)=CC(C(F)(F)F)=C2)=C3C(C=C(OC)C(C4CCN(C(CCCCC(N[C@@H](C(C)(C)C)C(N(C[C@H](O)C5)[C@@H]5C(N[C@@H](C)C6=CC=C(C7=C(C)N=CS7)C=C6)=O)=O)=O)=O)CC4)=C3)=N1,12.617
CC1=NC(N[C@H](C)C2=CC(N)=CC(C(F)(F)F)=C2)=C3C(C=C(OC)C(C4CCN(C(CCCCCCC(N[C@@H](C(C)(C)C)C(N(C[C@H](O)C5)[C@@H]5C(N[C@@H](C)C6=CC=C(C7=C(C)N=CS7)C=C6)=O)=O)=O)=O)CC4)=C3)=N1,13.073
CC1=NC(N[C@H](C)C2=CC(N)=CC(C(F)(F)F)=C2)=C3C(C=C(OC)C(C4CCN(C(CCCCCCCC(N[C@@H](C(C)(C)C)C(N(C[C@H](O)C5)[C@@H]5C(N[C@@H](C)C6=CC=C(C7=C(C)N=CS7)C=C6)=O)=O)=O)=O)CC4)=C3)=N1,13.365
CC1=NC(N[C@H](C)C2=CC(N)=CC(C(F)(F)F)=C2)=C3C(C=C(OC)C(C4CCN(C(CCCCCCCCC(N[C@@H](C(C)(C)C)C(N(C[C@H](O)C5)[C@@H]5C(N[C@@H](C)C6=CC=C(C7=C(C)N=CS7)C=C6)=O)=O)=O)=O)CC4)=C3)=N1,13.607
O=C(N[C@@H](C(C)(C)C)C(N(C[C@H](O)C1)[C@@H]1C(N[C@@H](C)C2=CC=C(C3=C(C)N=CS3)C=C2)=O)=O)CCCCCCCCCC(N(CC4)CCC4C5=CC6=C(N[C@H](C)C7=CC(N)=CC(C(F)(F)F)=C7)N=C(C)N=C6C=C5OC)=O,13.994
O=C([C@H]1N(C([C@@H](NC(CCOCCC(N2CCC(C3=CC4=C(N[C@@H](C5=CC(C(F)(F)F)=CC(N)=C5)C)N=C(C)N=C4C=C3OC)CC2)=O)=O)C(C)(C)C)=O)C[C@H](O)C1)N[C@H](C6=CC=C(C7=C(C)N=CS7)C=C6)C,12.454
O=C(N[C@@H](C(C)(C)C)C(N(C[C@H](O)C1)[C@@H]1C(N[C@@H](C)C2=CC=C(C3=C(C)N=CS3)C=C2)=O)=O)COCCOCC(N(CC4)CCC4C5=CC6=C(N[C@H](C)C7=CC(N)=CC(C(F)(F)F)=C7)N=C(C)N=C6C=C5OC)=O,12.164
CC1=NC(N[C@H](C)C2=CC(N)=CC(C(F)(F)F)=C2)=C3C(C=C(OC)C(C4CCN(C([C@@H]5CC[C@H](CC5)C(N[C@@H](C(C)(C)C)C(N(C[C@H](O)C6)[C@@H]6C(N[C@@H](C)C7=CC=C(C8=C(C)N=CS8)C=C7)=O)=O)=O)=O)CC4)=C3)=N1,12.879
O=C([C@H]1N(C([C@@H](NC(CCCCCC(N2CCC(C3=CC4=C(N[C@@H](C5=CC(C(F)(F)F)=CC(N)=C5)C)N=C(C)N=C4C=C3OC)CC2)=O)=O)C(C)(C)C)=O)C[C@@H](O)C1)N[C@H](C6=CC=C(C7=C(C)N=CS7)C=C6)C,12.919
CC1=NC(N[C@H](C)C2=CC(N)=CC(C(F)(F)F)=C2)=C3C(C=C(OC)C(C4CCN(C(COCCCC(N[C@@H](C(C)(C)C)C(N(C[C@H](O)C5)[C@@H]5C(N[C@@H](C)C6=CC=C(C7=C(C)N=CS7)C=C6)=O)=O)=O)=O)CC4)=C3)=N1,12.27
CC1=NC(N[C@H](C)C2=CC(N)=CC(C(F)(F)F)=C2)=C3C(C=C(OC)C(C4CCN(C(CCCOCC(N[C@@H](C(C)(C)C)C(N(C[C@H](O)C5)[C@@H]5C(N[C@@H](C)C6=CC=C(C7=C(C)N=CS7)C=C6)=O)=O)=O)=O)CC4)=C3)=N1,12.478
O=C(N[C@@H](C(C)(C)C)C(N(C[C@H](O)C1)[C@@H]1C(N[C@@H](C)C2=CC=C(C3=C(C)N=CS3)C=C2)=O)=O)CCCCCN(CC4)CCC4C5=CC6=C(N[C@H](C)C7=CC(N)=CC(C(F)(F)F)=C7)N=C(C)N=C6C=C5OC,11.456
CC1=NC(N[C@H](C)C2=CC(N)=CC(C(F)(F)F)=C2)=C3C(C=C(OC)C(C4CCN(CCCCCCC(N[C@@H](C(C)(C)C)C(N(C[C@H](O)C5)[C@@H]5C(N[C@@H](C)C6=CC=C(C7=C(C)N=CS7)C=C6)=O)=O)=O)CC4)=C3)=N1,12.53
