XGBRegressor(colsample_bytree=0.66, gpu_id=0, learning_rate=0.05,
             max_delta_step=1, max_depth=5, min_child_weight=5,
             n_estimators=2000, objective='reg:squarederror', seed=123,
             subsample=0.53, tree_method='gpu_hist')

,model,seed,fp_types,valid_rmse,valid_r2,test_rmse,test_r2,time
0,xgb,1,420intrinsic_mPC_CC,0.9703323380701454,0.960200699565535,0.8055168250939281,0.966802581372996,3.1870455741882324
,model,seed,fp_types,valid_rmse,valid_r2,test_rmse,test_r2,time
0,xgb,2,420intrinsic_mPC_CC,0.6815604936998912,0.9765082948857213,0.5128007167554979,0.9868692990186073,3.4101805686950684
,model,seed,fp_types,valid_rmse,valid_r2,test_rmse,test_r2,time
0,xgb,4,420intrinsic_mPC_CC,1.5121814342179112,0.9065827235090829,0.695604378374697,0.9695986546633333,2.05430006980896
,model,seed,fp_types,valid_rmse,valid_r2,test_rmse,test_r2,time
0,xgb,8,420intrinsic_mPC_CC,0.858621140244117,0.9761012229393252,1.3938862594032497,0.9328797919895815,2.3138327598571777
,model,seed,fp_types,valid_rmse,valid_r2,test_rmse,test_r2,time
0,xgb,16,420intrinsic_mPC_CC,0.6258941155160026,0.9774999452480367,0.38178477173841113,0.9913531842970624,2.2693145275115967
,model,seed,fp_types,valid_rmse,valid_r2,test_rmse,test_r2,time
0,xgb,32,420intrinsic_mPC_CC,1.5419627822110613,0.8864906244708838,1.842489715219887,0.9006287518464475,2.467750072479248
,model,seed,fp_types,valid_rmse,valid_r2,test_rmse,test_r2,time
0,xgb,64,420intrinsic_mPC_CC,0.8544879982517438,0.9640008403542222,0.8339045025360634,0.9720225823740604,1.9530999660491943
,model,seed,fp_types,valid_rmse,valid_r2,test_rmse,test_r2,time
0,xgb,128,420intrinsic_mPC_CC,0.7458963784165231,0.9631408060488709,0.8381362448754404,0.9629370277271831,1.878465175628662
,model,seed,fp_types,valid_rmse,valid_r2,test_rmse,test_r2,time
0,xgb,256,420intrinsic_mPC_CC,0.7063824545415858,0.9788862239700258,1.2014273272348739,0.9304140435975289,2.7054708003997803
,model,seed,fp_types,valid_rmse,valid_r2,test_rmse,test_r2,time
0,xgb,512,420intrinsic_mPC_CC,0.5656161032753237,0.9783704016551047,0.8331785975140287,0.9697056121774595,2.00052809715271
