smiles,rt_min
O=C(NC(CC1)C(NC1=O)=O)C2=CC=C(NCCCCCCNC(C[C@@H]3N=C(C4=CC=C(Cl)C=C4)C5=C(SC(C)=C5C)N6C(C)=NN=C36)=O)C=C2F,6.49
O=C(NC(CC1)C(NC1=O)=O)C2=CC=C(NCCCCCCCCNC(C[C@@H]3N=C(C4=CC=C(Cl)C=C4)C5=C(SC(C)=C5C)N6C(C)=NN=C36)=O)C=C2F,6.94
O=C(NC(CC1)C(NC1=O)=O)C2=CC=C(NCCCCCCCCCCNC(C[C@@H]3N=C(C4=CC=C(Cl)C=C4)C5=C(SC(C)=C5C)N6C(C)=NN=C36)=O)C=C2F,7.69
O=C(NC(CC1)C(NC1=O)=O)C2=CC=C(NCCOCCNC(C[C@@H]3N=C(C4=CC=C(Cl)C=C4)C5=C(SC(C)=C5C)N6C(C)=NN=C36)=O)C=C2F,5.89
O=C(NC(CC1)C(NC1=O)=O)C2=CC=C(NCCOCCOCCNC(C[C@@H]3N=C(C4=CC=C(Cl)C=C4)C5=C(SC(C)=C5C)N6C(C)=NN=C36)=O)C=C2F,5.97
O=C(NC(CC1)C(NC1=O)=O)C2=CC=C(N3CCC(CNC(C[C@@H]4N=C(C5=CC=C(Cl)C=C5)C6=C(SC(C)=C6C)N7C(C)=NN=C47)=O)CC3)C=C2F,6.16
O=C(NC(CC1)C(NC1=O)=O)C2=CC=C(N(CC3)CCC43CCN(C(C[C@@H]5N=C(C6=CC=C(Cl)C=C6)C7=C(SC(C)=C7C)N8C(C)=NN=C58)=O)CC4)C=C2F,6.9
O=C(NC(CC1)C(NC1=O)=O)C2=CC=C(N(C3=CC=C(N4CCC(CNC(C[C@@H]5N=C(C6=CC=C(Cl)C=C6)C7=C(SC(C)=C7C)N8C(C)=NN=C58)=O)CC4)C=C3)C)C=C2F,6.88
O=C(NC(CC1)C(NC1=O)=O)C2=CC=C(N3CCC(CNC(C[C@@H]4N=C(C5=CC=C(Cl)C=C5)C6=C(SC(C)=C6C)N7C(C)=NN=C47)=O)CC3)C=C2OC,6.37
O=C(NC(CC1)C(NC1=O)=O)C2=CC=C(N3CCC(CNC(C[C@@H]4N=C(C5=CC=C(Cl)C=C5)C6=C(SC(C)=C6C)N7C(C)=NN=C47)=O)CC3)C=C2,5.96
O=C(NC(CC1)C(NC1=O)=O)C2=CC=C(NCC(NCCCCCCCC(NC3=CC=C(C(NCCCCCCC(NO)=O)=O)C=C3)=O)=O)C=C2F,10.71
O=C(NC(CC1)C(NC1=O)=O)C2=CC=C(NCC(NCCCCCCCC(NC3=CC=C(C(NCCCCCCC(NO)=O)=O)C=C3)=O)=O)C=C2OC,14.46
O=C(N[C@@H](C(C)(C)C)C(N1[C@H](C(N[C@H](C2=CC=C(C3=C(C)N=CS3)C=C2)C)=O)C[C@@H](O)C1)=O)CCCCNC(COC4=C(F)C(F)=CC=C4C5=CSC(N6CCOCC6)=N5)=O,9.72
O=C([C@H](C(C)(C)C)NC(CCCCNC(COC1=C(F)C(F)=CC=C1C2=CSC(N3CCOCC3)=N2)=O)=O)N4[C@H](C5=NC=C(C6=CC=C(C7=C(C)N=CS7)C=C6)N5)C[C@@H](O)C4,8.95
O=C(N[C@@H](C(C)(C)C)C(N1[C@H](C(N[C@H](C2=CC=C(C3=C(C)N=C(C)S3)C=C2)C)=O)C[C@@H](O)C1)=O)CCCCNC(COC4=C(F)C(F)=CC=C4C5=CSC(N6CCOCC6)=N5)=O,9.8
O=C([C@H](C(C)(C)C)NC(CCCCNC(COC1=C(F)C(F)=CC=C1C2=CSC(N3CCOCC3)=N2)=O)=O)N4[C@H](C5=NC=C(C6=CC=C(C7=C(C)N=C(C)S7)C=C6)N5)C[C@@H](O)C4,9.08
