RT(min),RT_Pred,,,,,,,,,,
Y,seed1,seed2,seed4,seed8,seed16,seed32,seed64,seed128,seed258,seed512,average
4.7,3.9543504,3.806658,3.961000667,3.973575,4.244935467,4.128642,3.473801333,4.010482,4.110783467,3.946462,3.961069033
4.15,4.025996,3.810116,3.994498,4.066702,4.251185467,4.161898,3.592875333,4.012058,4.092082,3.96779,3.99752008
4.21,4.046864,3.83294,4.01951,4.034442,4.2725308,4.16411,3.642733333,4.02283,4.158184,4.009621,4.020376513
4.27,3.9865488,3.824618,4.021928,3.992105333,4.275796467,4.163598,3.563574,4.02465,4.0329,3.9571592,3.98428778
4.35,3.970560467,3.824644,4.014974,3.980975333,4.265401667,4.164522,3.556232667,4.02035,4.013934067,3.9490942,3.97606884
4.37,4.086825133,3.774314,4.075209,4.123808,4.501134667,4.226984,3.536987667,4.165784,4.027940867,3.977402867,4.04963902
4.75,4.3990234,4.115932,4.3449372,4.302930238,4.4881276,4.286666,3.625706143,4.369472,4.360359429,4.265033333,4.255818734
4.84,4.3968654,4.337874,4.487302667,4.489524476,4.246915267,4.279084,4.447821238,4.365322,4.444520095,4.396247333,4.389147648
4.42,4.213218133,3.824276,4.087342,4.245679,4.529908867,4.20557,3.526485667,4.167,4.189979533,4.001147933,4.099060713
3.97,4.528862,4.003622,4.2349046,4.519696333,4.562633667,4.253364,4.1555154,4.50337,4.394145533,4.242229667,4.33983432
3.98,4.466789267,3.965866,4.158013867,4.477196467,4.432937733,4.190958,4.1345514,4.367468,4.291829933,4.195777733,4.26813884
4,4.4237432,3.94212,4.167290067,4.4590542,4.4114718,4.16938,4.0871868,4.369306,4.287974267,4.1441294,4.246165573
4,4.516597067,4.022808,4.218617467,4.4986072,4.451192733,4.229188,4.150272,4.380556,4.2843756,4.231946133,4.29841602
3.78,4.6518012,3.95122,4.1916836,4.752390067,4.757826533,4.316952,4.130886333,4.572614,4.397222867,4.203680667,4.392627727
3.83,4.6490892,3.956698,4.202555267,4.7497102,4.7504152,4.319542,4.117661,4.591616,4.395212867,4.198346667,4.39308464
3.78,4.6490892,3.956698,4.202555267,4.7497102,4.7504152,4.319542,4.117661,4.591616,4.395212867,4.198346667,4.39308464
3.76,4.4674454,3.728548,4.0857452,4.412424333,4.891201533,4.34142,3.385175933,4.498366,4.239666733,4.010046467,4.20600396
6.348,4.4073852,4.038128,4.378293333,4.498661933,4.311649333,3.671078,4.127566533,4.25618,4.118293867,4.095324133,4.190256033
6.965,4.4407068,4.15437,4.459158333,4.547107933,4.340766533,3.693958,4.290433467,4.310176,4.0506112,4.146561333,4.24338496
6.513,4.566414933,4.14031,4.460438333,4.6163716,4.468526867,4.417012,4.2801672,4.45433,4.231552467,4.407728133,4.404285153
